index,value
0,294.559
1,226.281
2,224.3
3,307.874
4,269.019
5,280.196
6,181.933
7,233.243
8,104.114
9,5.4934
10,31.7479
11,78.2718
12,72.5891
13,190.951
14,132.125
15,120.45
16,135.873
17,13.8421
18,7.2708
19,132.761
20,130.373
21,97.0114
22,26.4098
23,92.1096
24,50.8318
25,86.7148
26,86.4999
27,116.807
28,113.397
29,112.492
30,19.5882
31,75.6285
32,24.1458
33,128.046
34,2.07523
35,107.891
36,41.7429
37,82.9744
38,17.1892
39,134.627
40,83.9684
41,87.7515
42,11.6277
43,107.237
44,42.6072
45,103.08
46,163.541
47,142.418
48,222.283
49,2.72303
50,11.0132
51,95.7686
52,70.9542
53,117.635
54,210.146
55,0.597701
56,24.1421
57,113.849
