index,value
0,261.89
1,270.411
2,295.878
3,295.339
4,357.32
5,331.373
6,316.175
7,272.16
8,0.98744
9,113.823
10,17.0754
11,16.3724
12,39.7209
13,17.7303
14,163.547
15,44.1555
16,49.0702
17,75.2243
18,0
19,54.2321
20,7.49186
21,2.18899
22,70.0626
23,157.832
24,22.7337
25,198.458
26,64.7503
27,91.9947
28,52.7469
29,0
30,94.0774
31,75.9585
32,138.686
33,127.969
34,106.793
35,94.4219
36,76.4436
37,59.1299
38,126.699
39,56.3862
40,65.7931
41,33.2232
42,72.818
43,1.75067
44,64.9913
45,78.5533
46,26.6628
47,88.7476
48,3.70793
49,140.522
50,105.453
51,147.658
52,25.1495
53,52.6775
54,44.3933
55,28.6248
56,51.03
57,83.3432
