index,value
0,28.2028
1,25.0359
2,54.8422
3,107.629
4,52.3088
5,64.2952
6,107.678
7,46.7717
8,144.351
9,128.036
10,199.987
11,182.724
12,72.1946
13,55.1041
14,79.5147
15,2.8624
16,162.397
17,64.1062
18,84.1968
19,159.217
20,66.9069
21,43.3242
22,37.7136
23,37.8925
24,2.8452
25,0.875442
26,269.748
27,140.662
28,153.811
29,114.061
30,94.8492
31,168.977
32,86.0504
33,228.776
34,51.995
35,12.0015
36,133.205
37,0
38,195.942
39,111.396
40,153.775
41,64.6145
42,3.17386
43,62.3055
44,44.327
45,46.1653
46,132.802
47,87.6655
48,217.632
49,173.794
50,37.1782
51,69.024
52,92.5913
53,271.593
54,114.039
55,22.6448
56,154.952
57,141.657
