index,value
0,55.5896
1,87.1472
2,22.0806
3,25.3339
4,21.8539
5,104.02
6,33.9881
7,45.2947
8,144.807
9,32.2234
10,228.513
11,38.883
12,98.3157
13,95.2514
14,51.843
15,20.9873
16,12.3314
17,38.1651
18,230.43
19,29.9791
20,0
21,4.67154
22,80.9378
23,183.703
24,195.131
25,7.34408
26,130.805
27,111.568
28,36.2292
29,214.749
30,79.6469
31,93.2366
32,21.3959
33,217.985
34,103.651
35,39.1238
36,197.846
37,128.739
38,213.092
39,62.5127
40,1.56875
41,15.1485
42,32.787
43,188.233
44,49.867
45,168.962
46,149.389
47,170.346
48,40.9405
49,28.2781
50,260.039
51,171.283
52,167.971
53,113.492
54,32.2024
55,198.27
56,304.969
57,63.8185
