index,value
0,54.7146
1,81.249
2,117.628
3,68.7317
4,118.793
5,113.079
6,50.4335
7,78.7663
8,122.214
9,14.3778
10,52.4178
11,53.96
12,201.305
13,155.554
14,141.169
15,203.608
16,63.4834
17,241.581
18,2.43463
19,165.046
20,85.398
21,159.374
22,176.704
23,236.818
24,15.2728
25,127.937
26,184.143
27,216.021
28,88.5519
29,109.508
30,55.3621
31,129.763
32,134.758
33,25.4018
34,274.383
35,48.5189
36,172.765
37,191.714
38,3.59095
39,236.285
40,35.613
41,143.364
42,23.6768
43,146.167
44,7.47811
45,117.999
46,189.921
47,60.4674
48,17.8864
49,97.7795
50,209.017
51,163.174
52,174.121
53,1.56895
54,234.113
55,127.008
56,0.00884956
57,122.283
