453,617,455,399,609,134,608,606,329,304,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,609,134,608,327,329,304,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,609,134,328,327,329,304,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,609,134,608,327,132,304,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,609,134,328,327,132,304,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,609,589,328,327,329,304,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,609,589,328,327,132,304,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,609,134,328,130,132,304,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,609,589,328,130,132,304,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,609,589,576,130,132,304,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,609,134,608,327,132,325,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,609,134,328,327,132,325,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,609,589,328,327,132,325,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,609,134,328,130,132,325,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,609,589,328,130,132,325,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,133,134,608,606,329,304,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,133,134,608,327,329,304,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,609,589,576,130,132,325,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,609,134,328,130,131,573,128,126,124,125,82,299,634,83,84,93,561,389,697,698,684,689,694,734
453,617,455,399,133,134,328,327,329,304,303,571,302,300,82,299,634,83,84,93,561,389,697,698,684,689,694,734
