628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,581,568,580,570,302,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,581,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,564,566,567,569,571,326,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,564,566,567,569,571,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,564,566,567,569,571,326,131,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,564,566,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,564,566,567,569,570,302,572,573
628,247,245,515,540,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,564,581,568,580,570,302,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,536,586,675,3,5,581,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,564,566,567,569,571,326,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,564,566,567,569,571,326,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,564,566,567,569,571,302,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,564,566,567,569,571,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,564,566,567,569,571,326,131,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,564,566,567,569,571,326,131,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,564,566,568,580,570,302,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,564,566,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,564,566,567,569,570,302,572,573
628,247,245,515,540,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,581,568,580,570,302,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,564,566,567,569,570,302,572,573
628,247,245,515,540,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,581,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,564,566,567,569,571,326,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,564,566,567,569,571,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,498,581,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,564,566,567,569,571,326,131,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,564,566,568,580,570,302,572,573
628,247,245,515,540,513,514,682,534,272,271,15,13,6,7,586,675,3,5,564,566,567,569,571,326,572,573
628,247,245,515,540,513,514,682,534,272,271,15,13,6,7,586,675,3,5,564,566,567,569,571,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,568,580,570,302,571,326,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,564,566,567,569,570,302,572,573
628,247,245,515,540,513,514,682,534,272,271,15,13,6,7,586,675,3,5,564,566,567,569,571,326,131,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,568,566,567,569,571,326,572,573
628,247,245,515,540,513,514,682,534,272,271,15,13,6,7,586,675,3,5,564,566,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,568,580,570,302,571,326,131,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,564,581,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,568,566,567,569,571,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,568,580,570,302,572,326,131,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,564,581,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,568,566,567,569,571,326,131,573
628,247,245,515,540,513,514,682,534,272,271,15,13,6,7,586,675,3,5,564,566,567,569,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,568,580,570,569,571,326,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,568,580,570,569,571,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,568,580,570,569,571,326,131,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,3,5,581,568,566,567,569,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,585,588,639,5,581,568,580,570,302,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,536,586,675,3,5,564,566,567,569,571,326,572,573
628,247,245,515,540,513,514,682,534,272,271,15,13,6,7,586,675,3,5,564,581,568,580,570,302,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,536,586,675,3,5,564,566,567,569,571,302,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,536,586,675,3,5,564,566,567,569,571,326,131,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,536,586,675,3,5,564,566,568,580,570,302,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,536,586,675,3,5,564,566,567,569,570,302,572,573
628,247,245,515,540,513,514,682,535,534,272,271,15,13,6,7,536,586,675,3,5,581,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,152,271,15,13,6,7,586,675,3,5,581,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,675,639,5,581,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,581,564,566,567,569,571,326,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,587,585,588,639,5,581,568,580,570,302,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,581,564,566,567,569,571,326,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,581,564,566,567,569,571,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,498,581,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,585,588,639,565,564,566,567,569,571,326,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,581,564,566,567,569,571,302,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,498,581,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,581,564,566,567,569,571,326,131,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,585,588,639,565,564,566,567,569,571,302,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,581,564,566,567,569,571,326,131,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,581,564,566,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,585,588,639,565,564,566,567,569,571,326,131,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,581,564,566,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,585,588,639,565,564,566,568,580,570,302,572,573
628,247,245,515,540,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,564,566,567,569,571,326,572,573
628,247,245,515,540,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,564,566,567,569,571,326,572,573
628,247,245,515,540,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,564,566,567,569,571,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,581,568,580,570,302,571,326,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,581,564,566,567,569,570,302,572,573
628,247,245,515,540,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,564,566,567,569,571,302,572,573
628,247,245,515,540,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,564,566,567,569,571,326,131,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,581,568,580,570,302,571,326,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,581,564,566,567,569,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,581,568,566,567,569,571,326,572,573
628,247,245,515,540,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,564,566,567,569,571,326,131,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,586,585,588,639,565,564,566,567,569,570,302,572,573
628,247,245,515,540,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,564,566,568,580,570,302,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,581,568,566,567,569,571,326,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,581,568,580,570,302,571,326,131,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,581,568,566,567,569,571,302,572,573
628,247,245,515,540,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,564,566,568,580,570,302,572,573
628,247,245,515,513,514,682,534,272,271,15,13,6,7,536,586,675,3,5,581,568,580,570,302,572,326,131,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,581,568,580,570,302,571,326,131,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,536,586,675,3,5,564,581,568,580,570,302,572,573
628,247,245,515,513,514,682,535,534,272,271,15,13,6,7,586,675,3,5,581,568,566,567,569,571,302,572,573
