index,value
0,49.5762
1,48.7597
2,60.2347
3,46.6581
4,37.1568
5,7.2463
6,49.0844
7,56.5822
8,0
9,164.62
10,127.913
11,129.531
12,129.912
13,141.766
14,3.98545
15,210.399
16,98.2138
17,0.688732
18,130.954
19,57.7404
20,199.965
21,155.528
22,307.756
23,1.31062
24,86.5505
25,40.0872
26,68.1594
27,88.2741
28,174.375
29,91.6225
30,254.617
31,158.635
32,186.102
33,180.53
34,172.011
35,1.55492
36,30.2146
37,196.777
38,197.111
39,222.279
40,258.69
41,15.1736
42,0.453353
43,72.649
44,82.6887
45,50.8142
46,185.968
47,187.157
48,60.7593
49,23.3957
50,84.294
51,51.5492
52,145.663
53,10.2413
54,0
55,77.4766
56,22.1821
57,47.1688
