index,value
0,372.712
1,295.233
2,213.897
3,201.626
4,188.99
5,281.224
6,250.5
7,361.285
8,41.5552
9,0
10,91.7891
11,135.972
12,32.9672
13,148.238
14,80.8182
15,17.7656
16,101.288
17,74.91
18,43.3216
19,56.4855
20,0
21,0.833333
22,68.7592
23,77.8341
24,120.161
25,85.1714
26,17.0375
27,29.4942
28,3.88488
29,40.8022
30,83.1757
31,47.7474
32,51.8319
33,90.4452
34,52.7137
35,14.6021
36,41.6871
37,77.8661
38,148.166
39,87.979
40,67.1704
41,21.0408
42,126.42
43,67.6918
44,25.826
45,130.254
46,50.3474
47,67.5608
48,56.9354
49,24.9289
50,0
51,83.0179
52,0.983066
53,100.311
54,2.25
55,123.552
56,0.0322581
57,83.1491
