index,value
0,84.94
1,58.6982
2,86.9331
3,45.511
4,62.4525
5,65.0495
6,50.5778
7,51.2319
8,225.772
9,56.3935
10,270.548
11,122.457
12,11.8119
13,72.1016
14,51.2519
15,298.437
16,77.4248
17,134.257
18,199.225
19,29.1353
20,75.2738
21,0
22,271.347
23,95.0118
24,3.75996
25,220.099
26,113.942
27,310.512
28,59.3716
29,0.0261049
30,144.946
31,37.7052
32,252.775
33,36.2296
34,29.8436
35,72.9067
36,219.548
37,287.62
38,6.36313
39,78.1027
40,59.6837
41,191.655
42,61.7194
43,13.3294
44,139.508
45,158.013
46,172.807
47,316.721
48,19.4107
49,202.451
50,94.8541
51,0
52,66.6995
53,230.695
54,232.59
55,206.064
56,118.043
57,118.489
