index,value
0,123.312
1,156.47
2,34.0251
3,29.8342
4,18.9273
5,55.9238
6,50.9053
7,71.2838
8,229.024
9,133.749
10,0
11,203.08
12,50.753
13,107.256
14,145.649
15,100.759
16,179.505
17,111.173
18,74.8075
19,53.0905
20,224.63
21,183.903
22,34.3999
23,188.269
24,283.451
25,27.9765
26,208.326
27,127.033
28,105.708
29,40.7082
30,0
31,25.7721
32,37.1264
33,16.7575
34,220.553
35,87.1806
36,78.9365
37,111.256
38,80.6327
39,163.609
40,8.95527
41,184.776
42,202.627
43,55.4002
44,11.4081
45,175.948
46,65.7055
47,2.69766
48,264.408
49,96.2339
50,15.5868
51,267.776
52,61.093
53,0
54,48.6761
55,1.75909
56,0.273829
57,14.1333
