index,value
0,204.661
1,245.174
2,159.408
3,222.544
4,265.407
5,250.931
6,279.904
7,293.468
8,138.632
9,90.5256
10,116.656
11,85.877
12,1.6933
13,52.0291
14,19.1303
15,33.7418
16,95.5131
17,171.384
18,100.096
19,164.023
20,18.0918
21,105.767
22,126.88
23,112.734
24,95.4784
25,114.404
26,38.318
27,63.748
28,120.086
29,58.4276
30,112.718
31,0.699041
32,23.744
33,6.69399
34,89.8535
35,64.8904
36,133.24
37,59.5286
38,141.506
39,177.957
40,35.2535
41,159.046
42,22.9654
43,134.319
44,44.307
45,43.1838
46,74.2341
47,114.733
48,159.106
49,72.3398
50,0.319764
51,84.2272
52,63.4136
53,103.266
54,119.92
55,92.2756
56,99.4763
57,93.9893
