index,value
0,256.492
1,287.421
2,334.282
3,319.205
4,308.315
5,231.14
6,334.169
7,261.208
8,52.6246
9,53.2524
10,8.35
11,75.3775
12,126.758
13,63.4505
14,87.643
15,20.2235
16,74.5412
17,93.1177
18,212.216
19,49.5523
20,105.513
21,204.297
22,17.5168
23,92.1957
24,18.2453
25,121.39
26,42.2748
27,217.203
28,162.367
29,79.449
30,144.211
31,97.0703
32,162.622
33,102.477
34,238.205
35,100.837
36,44.9193
37,34.7839
38,86.8987
39,40.8059
40,25.958
41,41.5692
42,167.569
43,134.041
44,126.059
45,67.1177
46,36.2389
47,99.7659
48,170.765
49,132.852
50,2.47897
51,41.9809
52,108.413
53,66.4274
54,62.8621
55,94.0256
56,2.04586
57,94.9648
