index,value
0,232.313
1,326.823
2,322.556
3,339.122
4,322.285
5,274.398
6,231.317
7,172.132
8,161.358
9,187.562
10,25.4912
11,1.08852
12,134.071
13,52.0693
14,121.544
15,3.05037
16,169.49
17,76.3217
18,3.33063
19,0
20,75.9493
21,61.4197
22,117.84
23,47.5728
24,2.22927
25,147.773
26,110.01
27,99.5749
28,21.6485
29,21.5651
30,15.5562
31,1.48083
32,65.9495
33,60.1723
34,101.268
35,29.7678
36,0
37,80.953
38,112.567
39,65.5471
40,36.051
41,29.4908
42,109.36
43,30.0897
44,91.5916
45,47.165
46,98.1687
47,131.304
48,78.8558
49,56.0395
50,123.146
51,20.0293
52,162.575
53,12.644
54,154.818
55,66.7698
56,96.4306
57,59.1531
