index,value
0,262.814
1,300.907
2,335.384
3,245.789
4,286.293
5,333.347
6,277.413
7,297.348
8,159.872
9,152.24
10,12.1979
11,23.0208
12,46.1271
13,180.714
14,44.5355
15,104.643
16,5.60453
17,185.217
18,131.624
19,11.7696
20,101.081
21,129.115
22,81.1874
23,126.519
24,159.381
25,162.006
26,110.745
27,60.6222
28,83.7813
29,161.391
30,192.909
31,45.2618
32,60.1893
33,0
34,65.0288
35,7.26576
36,77.7527
37,93.6291
38,39.2582
39,48.0701
40,95.2843
41,123.624
42,146.026
43,92.6702
44,26.5409
45,83.5902
46,56.8365
47,130.898
48,145.62
49,109.799
50,84.4432
51,11.1846
52,126.398
53,84.5956
54,68.3799
55,174.093
56,11.2493
57,12.826
