index,value
0,307.778
1,254.7
2,243.827
3,273.316
4,316.566
5,319.807
6,312.093
7,293.124
8,0
9,71.5578
10,105.359
11,21.6637
12,139.436
13,111.448
14,156.907
15,105.783
16,24.5766
17,122.625
18,108.258
19,0.35933
20,87.2113
21,1.02834
22,111.611
23,117.323
24,121.315
25,143.24
26,50.9166
27,106.658
28,35.8467
29,98.5062
30,6.77893
31,20.7564
32,66.4907
33,113.553
34,78.6037
35,188.768
36,64.9167
37,0
38,47.7174
39,96.084
40,24.4262
41,4.81522
42,56.9611
43,77.8813
44,87.6637
45,155.048
46,97.0776
47,104.71
48,161.623
49,125.493
50,43.0194
51,102.23
52,39.131
53,35.0964
54,145.08
55,64.065
56,3.23137
57,59.647
