index,value
0,382.229
1,460.847
2,304.321
3,309.074
4,247.453
5,239.144
6,190.497
7,229.72
8,5.30913
9,189.093
10,49.4906
11,143.009
12,59.7788
13,26.7803
14,59.8197
15,89.355
16,4.01413
17,76.1725
18,59.3357
19,40.1634
20,83.2854
21,104.131
22,75.4213
23,28.9513
24,41.4478
25,41.7544
26,157.606
27,71.3222
28,7.94745
29,14.3781
30,23.1368
31,43.4631
32,40.9956
33,31.5745
34,12.9926
35,21.5283
36,52.9156
37,39.1029
38,2.21349
39,34.5807
40,39.4
41,68.3866
42,74.1354
43,69.8473
44,109.884
45,69.1342
46,127.35
47,43.3491
48,191.186
49,106.153
50,0.169457
51,77.1789
52,53.2443
53,46.5927
54,156.026
55,0
56,29.9911
57,9.93829
