index,value
0,32.4005
1,9.53592
2,30.726
3,48.8749
4,35.1825
5,52.7785
6,35.895
7,36.5939
8,209.654
9,11.6336
10,218.205
11,44.0839
12,4.6917
13,258.75
14,147.831
15,98.8897
16,8.10159
17,124.883
18,84.19
19,160.821
20,5.1002
21,58.2749
22,63.9557
23,253.84
24,73.5875
25,183.141
26,102.707
27,273.263
28,142.665
29,184.391
30,34.803
31,13.1436
32,85.1304
33,87.7085
34,1
35,53.7742
36,179.596
37,151.653
38,61.5065
39,211.356
40,185.279
41,164.582
42,226.748
43,219.658
44,109.481
45,0
46,27.0334
47,0.373573
48,34.5504
49,85.8767
50,59.7324
51,39.7091
52,39.9254
53,37.174
54,132.293
55,48.0992
56,110.262
57,43.2299
