index,value
0,222.896
1,266.549
2,261.986
3,220.522
4,278.251
5,222.988
6,241.634
7,267.138
8,71.7572
9,28.9603
10,13.8952
11,39.0106
12,102.794
13,74.1397
14,32.3642
15,60.6158
16,48.5998
17,75.9057
18,78.0481
19,42.2808
20,79.5504
21,75.3411
22,85.5253
23,96.0776
24,127.015
25,96.397
26,80.5446
27,0
28,65.0756
29,42.0054
30,4.01082
31,11.3869
32,16.9584
33,86.6632
34,22.3246
35,148.104
36,131.127
37,102.85
38,83.2841
39,78.1759
40,79.223
41,52.3076
42,0.295549
43,106.414
44,111.267
45,130.754
46,0
47,21.4784
48,83.2621
49,121.916
50,77.7494
51,104.593
52,11.2864
53,0
54,85.0038
55,39.2053
56,124.184
57,34.3462
