index,value
0,268.884
1,388.426
2,310.456
3,287.344
4,176.078
5,228.121
6,248.06
7,306.032
8,9.54501
9,68.0058
10,143.167
11,93.5439
12,154.761
13,51.6252
14,8.30553
15,76.9502
16,72.3321
17,134.457
18,22.8247
19,85.4541
20,75.171
21,65.3827
22,80.3932
23,68.4625
24,0
25,100.597
26,65.2089
27,64.9228
28,114.725
29,75.1834
30,119.203
31,163.996
32,203.9
33,98.5694
34,11.937
35,124.923
36,130.071
37,138.162
38,121.163
39,82.1475
40,0
41,36.2638
42,119.969
43,68.2342
44,11.0479
45,5.08468
46,55.5854
47,27.9346
48,32.2503
49,116.824
50,141.158
51,58.1859
52,98.9603
53,79.256
54,61.132
55,192.983
56,95.9437
57,232.972
