index,value
0,124.923
1,124.266
2,152.746
3,177.165
4,203.068
5,234.15
6,246.057
7,281.547
8,120.223
9,84.9624
10,142.853
11,0.0288622
12,0.637908
13,92.8392
14,0.342888
15,0.29027
16,66.7367
17,96.9824
18,166.194
19,182.427
20,95.1241
21,218.848
22,1.59546
23,142.094
24,8.56784
25,101.146
26,119.191
27,74.9889
28,90.3713
29,173.738
30,101.542
31,37.4633
32,102.943
33,113.744
34,155.58
35,91.6661
36,188.404
37,143.588
38,99.9104
39,20.5198
40,84.4504
41,163.808
42,92.8903
43,30.0921
44,1.26937
45,149.56
46,0.573047
47,127.973
48,234.225
49,0.0447781
50,104.114
51,111.507
52,13.1294
53,6.76341
54,82.9551
55,5.26602
56,154.731
57,171.59
