vertex1,x,y
0,999.81,662.57
1,812.51,1016.15
2,1100.5,800.21
3,939.43,1646.9
4,1482.65,954.13
5,634.03,1184.86
6,100.85,1493.69
7,1077.62,681.94
8,813.46,338.88
9,1046.71,1142.1
10,641.67,1196.71
11,1553.6,879.91
12,887.91,664.69
13,794.7,1089.85
14,1548.24,993.11
15,1243.7,1093.44
16,1402.96,671.44
17,950.07,1094.19
18,1013.6,1237.67
19,826.95,563.29
20,793.09,1423.52
21,1115.49,1073.8
22,893.15,1246.77
23,1644.04,629.11
24,1244.33,1197.95
25,1546.15,523.05
26,353.68,725.01
27,1549.67,1076.38
28,308.37,919.97
29,634.34,1007.97
30,491.73,1558.94
31,1070.48,1003.43
32,994.72,1205.81
33,1230.53,980.64
34,974.35,972.05
35,1355.28,716.3
36,729.52,1106.76
37,1361.97,1735.29
38,991.09,1025.48
39,1683.2,922.57
40,1252.85,1330.64
41,911.94,1296.61
42,990.12,1127.33
43,707.36,910.57
44,1104.21,1331.88
45,911.78,1035.07
46,1210.01,1264.99
47,611.98,762.4
48,904.39,829.85
49,663.74,1028.1
50,681.77,641.79
51,1175.75,892.73
52,1326.11,628.93
53,323.56,552.02
54,1539.94,1706.44
55,1407.19,823.4
56,609.46,848.9
57,1239.78,1023.26
58,866.55,692.1
59,971.55,854.52
60,1174.6,1531.98
61,1139.2,1103.85
62,833.83,1285.96
63,832.6,1456.34
64,849.71,1061.09
65,1331.42,935.84
66,460.07,584.18
67,953.04,888.96
68,1456.04,952.88
69,1204.07,765.89
70,1304.78,1448.12
71,957.06,1319.67
72,0.0,571.4285714285714
73,285.7142857142857,571.4285714285714
74,571.4285714285714,571.4285714285714
75,857.1428571428571,571.4285714285714
76,1142.857142857143,571.4285714285714
77,1428.5714285714287,571.4285714285714
78,1714.2857142857142,571.4285714285714
79,2000.0,571.4285714285714
80,0.0,1428.5714285714287
81,285.7142857142857,1428.5714285714287
82,571.4285714285714,1428.5714285714287
83,857.1428571428571,1428.5714285714287
84,1142.857142857143,1428.5714285714287
85,1428.5714285714287,1428.5714285714287
86,1714.2857142857142,1428.5714285714287
87,2000.0,1428.5714285714287
88,571.4285714285714,0.0
89,571.4285714285714,285.7142857142857
90,571.4285714285714,857.1428571428571
91,571.4285714285714,1142.857142857143
92,571.4285714285714,1714.2857142857142
93,571.4285714285714,2000.0
94,1428.5714285714287,0.0
95,1428.5714285714287,285.7142857142857
96,1428.5714285714287,857.1428571428571
97,1428.5714285714287,1142.857142857143
98,1428.5714285714287,1714.2857142857142
99,1428.5714285714287,2000.0
