vertex1,x,y
0,1593.03,1267.93
1,847.62,1006.76
2,674.24,1069.74
3,846.3,827.04
4,861.8,1387.51
5,1322.0,1064.03
6,851.31,379.07
7,663.12,1133.39
8,1029.46,923.35
9,567.65,952.46
10,1309.72,1288.17
11,1174.0,1025.69
12,826.03,1496.58
13,857.69,1030.62
14,1072.13,864.68
15,680.12,474.15
16,771.51,791.82
17,934.63,906.55
18,617.55,1425.22
19,868.24,866.44
20,688.81,1476.18
21,1413.6,666.99
22,883.0,775.98
23,725.42,1326.82
24,1195.59,827.41
25,817.74,1318.78
26,680.28,760.37
27,1257.38,789.43
28,906.29,1186.14
29,1243.9,764.43
30,995.63,920.42
31,1037.47,1114.49
32,1163.32,926.74
33,815.9,836.85
34,765.04,649.9
35,1348.53,1420.31
36,1167.89,1474.47
37,980.43,1095.51
38,1230.75,932.69
39,1156.65,948.62
40,1273.56,1241.34
41,668.58,1299.22
42,981.39,843.36
43,1327.64,1311.64
44,1486.4,1178.38
45,844.58,1306.59
46,1046.16,535.48
47,1005.61,878.43
48,639.19,949.86
49,916.61,864.0
50,542.18,1556.02
51,951.48,881.14
52,698.97,1135.83
53,1049.28,1044.32
54,910.13,915.83
55,905.51,794.49
56,1450.49,1596.2
57,1020.53,935.66
58,1544.68,1253.92
59,1129.45,997.2
60,1236.51,866.97
61,747.84,1031.4
62,798.83,1089.35
63,1005.01,863.82
64,1351.79,778.26
65,894.74,1138.09
66,584.88,1033.75
67,1115.42,810.9
68,1018.55,727.85
69,840.21,1101.29
70,891.81,443.76
71,747.39,924.43
72,0.0,571.4285714285714
73,285.7142857142857,571.4285714285714
74,571.4285714285714,571.4285714285714
75,857.1428571428571,571.4285714285714
76,1142.857142857143,571.4285714285714
77,1428.5714285714287,571.4285714285714
78,1714.2857142857142,571.4285714285714
79,2000.0,571.4285714285714
80,0.0,1428.5714285714287
81,285.7142857142857,1428.5714285714287
82,571.4285714285714,1428.5714285714287
83,857.1428571428571,1428.5714285714287
84,1142.857142857143,1428.5714285714287
85,1428.5714285714287,1428.5714285714287
86,1714.2857142857142,1428.5714285714287
87,2000.0,1428.5714285714287
88,571.4285714285714,0.0
89,571.4285714285714,285.7142857142857
90,571.4285714285714,857.1428571428571
91,571.4285714285714,1142.857142857143
92,571.4285714285714,1714.2857142857142
93,571.4285714285714,2000.0
94,1428.5714285714287,0.0
95,1428.5714285714287,285.7142857142857
96,1428.5714285714287,857.1428571428571
97,1428.5714285714287,1142.857142857143
98,1428.5714285714287,1714.2857142857142
99,1428.5714285714287,2000.0
