vertex1,x,y
0,1039.77,1100.91
1,1407.66,1089.93
2,1289.99,935.14
3,1435.47,825.06
4,1060.26,995.66
5,939.34,1574.98
6,1244.56,1066.5
7,739.18,609.73
8,716.56,504.58
9,665.02,582.96
10,1315.78,890.5
11,757.97,1367.08
12,1290.17,703.19
13,1043.05,1412.31
14,1319.5,1052.04
15,679.44,1140.2
16,818.6,1132.25
17,1131.66,1171.29
18,875.02,880.7
19,276.93,323.02
20,602.04,829.38
21,677.16,742.52
22,698.65,1090.06
23,1197.72,1063.58
24,1097.74,921.01
25,1047.05,1509.1
26,1582.51,814.19
27,1340.82,354.54
28,1232.53,1034.64
29,566.37,1344.87
30,1017.27,1083.28
31,1086.62,896.57
32,879.58,1069.73
33,1494.85,1533.28
34,1014.85,746.21
35,643.78,1008.95
36,710.76,1194.28
37,1661.88,1073.63
38,878.16,928.12
39,397.23,876.37
40,826.19,917.29
41,470.28,1154.29
42,1266.02,1137.39
43,433.09,1607.47
44,593.36,554.33
45,1001.16,1509.79
46,1321.72,940.7
47,979.86,973.73
48,635.28,1249.03
49,1052.94,1247.2
50,864.34,1335.42
51,1328.48,1398.69
52,1247.89,988.45
53,844.22,1402.41
54,1226.13,817.54
55,1078.66,911.46
56,1396.37,947.22
57,1213.78,847.28
58,1158.63,1017.36
59,1385.11,1259.96
60,1004.47,1188.89
61,775.8,822.18
62,1058.24,798.3
63,896.93,751.95
64,1175.22,1025.75
65,1017.96,541.56
66,1116.85,741.73
67,650.81,866.94
68,1147.4,1306.06
69,627.29,961.67
70,1278.91,1291.7
71,1279.34,1054.4
72,0.0,571.4285714285714
73,285.7142857142857,571.4285714285714
74,571.4285714285714,571.4285714285714
75,857.1428571428571,571.4285714285714
76,1142.857142857143,571.4285714285714
77,1428.5714285714287,571.4285714285714
78,1714.2857142857142,571.4285714285714
79,2000.0,571.4285714285714
80,0.0,1428.5714285714287
81,285.7142857142857,1428.5714285714287
82,571.4285714285714,1428.5714285714287
83,857.1428571428571,1428.5714285714287
84,1142.857142857143,1428.5714285714287
85,1428.5714285714287,1428.5714285714287
86,1714.2857142857142,1428.5714285714287
87,2000.0,1428.5714285714287
88,571.4285714285714,0.0
89,571.4285714285714,285.7142857142857
90,571.4285714285714,857.1428571428571
91,571.4285714285714,1142.857142857143
92,571.4285714285714,1714.2857142857142
93,571.4285714285714,2000.0
94,1428.5714285714287,0.0
95,1428.5714285714287,285.7142857142857
96,1428.5714285714287,857.1428571428571
97,1428.5714285714287,1142.857142857143
98,1428.5714285714287,1714.2857142857142
99,1428.5714285714287,2000.0
