vertex1,x,y
0,819.03,890.48
1,1049.44,1027.98
2,1112.29,1422.07
3,1528.94,483.11
4,463.23,747.08
5,1066.54,1327.29
6,890.89,1394.45
7,1021.9,979.78
8,1029.79,1446.14
9,944.56,787.32
10,671.4,562.32
11,617.55,1229.17
12,923.18,1375.46
13,588.02,1370.63
14,967.26,749.6
15,926.52,1057.82
16,289.49,1243.55
17,1560.75,1087.28
18,1022.4,1419.44
19,293.16,882.54
20,1071.67,979.52
21,941.02,1068.5
22,617.85,1241.44
23,1089.7,943.61
24,726.78,1268.96
25,1055.98,1465.34
26,796.56,849.76
27,737.38,952.25
28,995.5,1280.65
29,529.59,1558.98
30,976.06,1184.43
31,1190.6,771.99
32,1368.48,1057.47
33,1315.68,1278.46
34,1392.47,764.36
35,868.13,687.27
36,702.86,899.95
37,1236.45,1191.29
38,850.1,602.93
39,1001.82,799.01
40,1216.59,1079.36
41,1586.12,1316.25
42,1153.35,1084.16
43,1059.48,1108.66
44,674.88,1291.43
45,1339.11,1463.2
46,1118.51,1430.8
47,899.33,408.01
48,869.38,1028.44
49,882.01,1264.63
50,1012.75,1492.94
51,576.89,1185.89
52,1353.23,750.84
53,1300.06,789.17
54,951.43,797.28
55,882.65,1089.18
56,993.28,860.85
57,1042.5,117.05
58,912.97,658.3
59,1289.73,871.17
60,587.01,604.88
61,793.54,648.08
62,1224.82,1594.78
63,1094.04,997.5
64,802.93,888.03
65,1116.14,1193.53
66,770.04,1332.36
67,910.07,1649.78
68,1302.68,1494.56
69,1270.59,1126.09
70,1083.59,555.49
71,695.17,709.28
72,0.0,571.4285714285714
73,285.7142857142857,571.4285714285714
74,571.4285714285714,571.4285714285714
75,857.1428571428571,571.4285714285714
76,1142.857142857143,571.4285714285714
77,1428.5714285714287,571.4285714285714
78,1714.2857142857142,571.4285714285714
79,2000.0,571.4285714285714
80,0.0,1428.5714285714287
81,285.7142857142857,1428.5714285714287
82,571.4285714285714,1428.5714285714287
83,857.1428571428571,1428.5714285714287
84,1142.857142857143,1428.5714285714287
85,1428.5714285714287,1428.5714285714287
86,1714.2857142857142,1428.5714285714287
87,2000.0,1428.5714285714287
88,571.4285714285714,0.0
89,571.4285714285714,285.7142857142857
90,571.4285714285714,857.1428571428571
91,571.4285714285714,1142.857142857143
92,571.4285714285714,1714.2857142857142
93,571.4285714285714,2000.0
94,1428.5714285714287,0.0
95,1428.5714285714287,285.7142857142857
96,1428.5714285714287,857.1428571428571
97,1428.5714285714287,1142.857142857143
98,1428.5714285714287,1714.2857142857142
99,1428.5714285714287,2000.0
