vertex1,x,y
0,791.08,1054.17
1,778.94,694.02
2,1449.57,1403.25
3,1020.21,921.65
4,1022.11,1273.43
5,947.86,1322.0
6,645.05,1314.15
7,1195.95,835.74
8,1118.74,832.03
9,1048.92,934.76
10,966.27,1184.51
11,915.23,851.9
12,1264.62,965.41
13,959.03,1079.34
14,981.42,737.58
15,1153.67,719.25
16,1060.31,954.1
17,1476.26,992.51
18,489.2,1125.83
19,1086.97,1194.85
20,795.37,681.27
21,726.79,764.5
22,867.45,718.48
23,1015.86,1409.61
24,1028.73,965.12
25,559.98,1004.68
26,843.09,1016.75
27,1081.55,792.46
28,745.69,1453.64
29,676.71,1119.2
30,345.72,1011.48
31,807.67,679.48
32,666.61,663.04
33,714.66,910.42
34,921.17,797.0
35,826.05,690.44
36,661.79,892.42
37,386.41,937.24
38,1087.67,1041.12
39,1218.32,853.86
40,884.94,707.8
41,922.93,717.85
42,1000.82,1351.76
43,1457.85,636.99
44,545.36,1105.32
45,879.8,1150.67
46,500.63,964.83
47,1105.07,1512.67
48,958.25,1145.5
49,1058.87,1534.44
50,1044.41,811.19
51,1287.31,816.16
52,1156.06,1152.99
53,1240.85,924.17
54,690.99,1488.84
55,1346.02,1099.09
56,790.51,697.07
57,807.19,496.32
58,1078.54,977.31
59,1087.56,974.15
60,689.16,1090.99
61,949.75,1351.1
62,1431.59,1312.94
63,574.18,832.12
64,1430.71,624.79
65,929.91,642.1
66,322.05,786.33
67,603.65,893.65
68,720.59,1088.47
69,819.06,767.72
70,969.63,1081.31
71,215.99,1104.99
72,0.0,571.4285714285714
73,285.7142857142857,571.4285714285714
74,571.4285714285714,571.4285714285714
75,857.1428571428571,571.4285714285714
76,1142.857142857143,571.4285714285714
77,1428.5714285714287,571.4285714285714
78,1714.2857142857142,571.4285714285714
79,2000.0,571.4285714285714
80,0.0,1428.5714285714287
81,285.7142857142857,1428.5714285714287
82,571.4285714285714,1428.5714285714287
83,857.1428571428571,1428.5714285714287
84,1142.857142857143,1428.5714285714287
85,1428.5714285714287,1428.5714285714287
86,1714.2857142857142,1428.5714285714287
87,2000.0,1428.5714285714287
88,571.4285714285714,0.0
89,571.4285714285714,285.7142857142857
90,571.4285714285714,857.1428571428571
91,571.4285714285714,1142.857142857143
92,571.4285714285714,1714.2857142857142
93,571.4285714285714,2000.0
94,1428.5714285714287,0.0
95,1428.5714285714287,285.7142857142857
96,1428.5714285714287,857.1428571428571
97,1428.5714285714287,1142.857142857143
98,1428.5714285714287,1714.2857142857142
99,1428.5714285714287,2000.0
