vertex1,x,y
0,1144.05,989.61
1,959.9,1453.75
2,1187.83,240.27
3,1441.68,1238.35
4,932.1,1025.24
5,932.1,913.29
6,1457.97,1026.61
7,1222.56,423.61
8,863.85,936.3
9,1157.34,1103.56
10,865.61,1428.59
11,864.94,849.7
12,1070.17,765.54
13,445.15,854.49
14,499.77,1265.47
15,836.94,1095.34
16,706.28,846.37
17,1091.13,1148.85
18,736.67,1028.15
19,590.43,1280.91
20,1425.04,796.4
21,934.52,904.98
22,1019.58,886.29
23,586.82,575.58
24,842.13,1085.87
25,1032.17,1075.71
26,666.21,1001.48
27,1108.95,931.97
28,825.81,589.54
29,915.41,878.01
30,825.51,900.61
31,1537.16,767.34
32,996.09,953.23
33,693.26,1117.17
34,1238.54,1546.99
35,645.96,1050.63
36,1060.57,1074.69
37,431.7,978.41
38,614.83,443.56
39,1057.09,992.31
40,1214.16,1017.47
41,1049.7,1714.34
42,966.46,944.22
43,912.68,1087.45
44,571.23,989.93
45,791.25,661.08
46,866.41,1331.42
47,1306.57,1218.06
48,1099.65,1229.4
49,488.72,736.28
50,1093.98,1406.81
51,888.33,593.46
52,803.69,1170.19
53,1177.39,1635.23
54,1298.99,712.74
55,1270.07,835.77
56,756.63,1028.9
57,910.33,853.99
58,1096.07,550.31
59,1282.91,1019.88
60,861.04,691.93
61,946.16,1137.34
62,679.16,733.37
63,653.1,1449.48
64,1235.63,772.86
65,1393.31,906.6
66,979.12,1235.92
67,1291.02,643.05
68,1104.87,1065.96
69,812.92,1379.07
70,1104.8,533.83
71,1446.03,1053.54
72,0.0,571.4285714285714
73,285.7142857142857,571.4285714285714
74,571.4285714285714,571.4285714285714
75,857.1428571428571,571.4285714285714
76,1142.857142857143,571.4285714285714
77,1428.5714285714287,571.4285714285714
78,1714.2857142857142,571.4285714285714
79,2000.0,571.4285714285714
80,0.0,1428.5714285714287
81,285.7142857142857,1428.5714285714287
82,571.4285714285714,1428.5714285714287
83,857.1428571428571,1428.5714285714287
84,1142.857142857143,1428.5714285714287
85,1428.5714285714287,1428.5714285714287
86,1714.2857142857142,1428.5714285714287
87,2000.0,1428.5714285714287
88,571.4285714285714,0.0
89,571.4285714285714,285.7142857142857
90,571.4285714285714,857.1428571428571
91,571.4285714285714,1142.857142857143
92,571.4285714285714,1714.2857142857142
93,571.4285714285714,2000.0
94,1428.5714285714287,0.0
95,1428.5714285714287,285.7142857142857
96,1428.5714285714287,857.1428571428571
97,1428.5714285714287,1142.857142857143
98,1428.5714285714287,1714.2857142857142
99,1428.5714285714287,2000.0
