vertex1,x,y
0,1019.12,919.98
1,557.08,505.39
2,1517.15,1183.58
3,1659.04,1020.09
4,1179.54,776.47
5,1026.04,1415.98
6,921.29,739.97
7,865.46,120.95
8,1351.1,1148.95
9,994.99,487.69
10,1485.44,749.15
11,1010.11,849.97
12,880.42,587.04
13,825.62,856.82
14,784.32,592.47
15,1149.1,1047.09
16,624.6,643.66
17,762.68,1008.74
18,1384.1,1336.98
19,723.18,1226.89
20,1250.18,976.3
21,401.73,713.27
22,1420.53,1046.16
23,631.63,798.24
24,745.85,1058.33
25,1197.3,502.57
26,1078.42,1234.11
27,1259.55,1009.63
28,629.3,1640.47
29,916.83,1378.76
30,821.05,1164.19
31,678.05,964.04
32,1172.81,788.41
33,1273.48,1273.3
34,902.31,933.45
35,1441.59,1338.83
36,772.15,1116.24
37,1434.56,1118.32
38,1163.05,1172.41
39,645.17,733.31
40,1574.64,703.58
41,871.1,693.55
42,1349.48,1303.77
43,1042.24,725.74
44,1108.59,761.86
45,1261.35,1155.88
46,1245.3,926.91
47,900.78,889.86
48,1154.18,864.7
49,1132.41,325.57
50,1061.93,719.6
51,941.04,1342.65
52,1061.35,843.57
53,1570.59,448.86
54,914.44,707.68
55,1349.91,1104.36
56,820.31,1098.61
57,744.42,914.66
58,1950.16,800.13
59,1156.61,593.36
60,1164.58,1106.77
61,1172.62,1242.98
62,1408.12,1373.78
63,1118.26,677.93
64,1236.7,1396.0
65,693.02,983.58
66,1285.34,1007.71
67,931.34,1259.14
68,1194.81,843.12
69,502.62,372.5
70,1182.75,1204.41
71,349.85,1101.09
72,0.0,571.4285714285714
73,285.7142857142857,571.4285714285714
74,571.4285714285714,571.4285714285714
75,857.1428571428571,571.4285714285714
76,1142.857142857143,571.4285714285714
77,1428.5714285714287,571.4285714285714
78,1714.2857142857142,571.4285714285714
79,2000.0,571.4285714285714
80,0.0,1428.5714285714287
81,285.7142857142857,1428.5714285714287
82,571.4285714285714,1428.5714285714287
83,857.1428571428571,1428.5714285714287
84,1142.857142857143,1428.5714285714287
85,1428.5714285714287,1428.5714285714287
86,1714.2857142857142,1428.5714285714287
87,2000.0,1428.5714285714287
88,571.4285714285714,0.0
89,571.4285714285714,285.7142857142857
90,571.4285714285714,857.1428571428571
91,571.4285714285714,1142.857142857143
92,571.4285714285714,1714.2857142857142
93,571.4285714285714,2000.0
94,1428.5714285714287,0.0
95,1428.5714285714287,285.7142857142857
96,1428.5714285714287,857.1428571428571
97,1428.5714285714287,1142.857142857143
98,1428.5714285714287,1714.2857142857142
99,1428.5714285714287,2000.0
