vertex1,x,y
0,975.33,1114.6
1,1216.3,499.61
2,651.5,1125.14
3,1256.02,938.14
4,1472.36,1316.52
5,798.04,804.4
6,1223.59,1226.44
7,1006.62,661.46
8,1128.13,1030.71
9,1471.78,408.98
10,1094.92,1256.09
11,1221.69,1500.79
12,633.72,797.52
13,1212.76,1035.56
14,1466.9,1128.71
15,732.18,550.43
16,906.32,782.76
17,1198.98,764.81
18,1129.86,1698.05
19,605.68,1303.28
20,1047.82,937.05
21,903.52,1225.92
22,719.09,1061.26
23,1393.45,1171.98
24,1001.58,694.48
25,1285.08,1398.28
26,659.71,777.36
27,1170.79,792.37
28,1307.89,1171.17
29,929.78,1100.27
30,855.82,1006.72
31,621.76,1243.48
32,748.26,663.29
33,868.74,1534.86
34,716.99,854.81
35,777.3,974.36
36,1045.85,1539.35
37,1080.56,794.26
38,1316.35,1296.68
39,779.09,937.85
40,1006.72,755.87
41,878.87,888.72
42,858.37,1164.22
43,908.32,1294.14
44,943.11,1065.43
45,1072.61,536.6
46,904.2,1184.3
47,1355.93,958.78
48,505.72,680.28
49,1305.65,1100.45
50,893.13,1328.81
51,945.24,1001.95
52,997.21,1267.77
53,1204.64,1134.09
54,744.72,1137.84
55,809.51,911.41
56,1145.16,1237.42
57,507.53,1265.11
58,990.09,1229.87
59,768.66,909.0
60,707.61,1285.67
61,524.85,1112.03
62,1223.97,718.03
63,1046.06,889.37
64,805.04,846.18
65,952.28,423.51
66,683.06,1290.99
67,844.51,1899.34
68,942.48,1350.42
69,1018.55,1047.23
70,1113.7,850.41
71,476.3,731.73
72,0.0,571.4285714285714
73,285.7142857142857,571.4285714285714
74,571.4285714285714,571.4285714285714
75,857.1428571428571,571.4285714285714
76,1142.857142857143,571.4285714285714
77,1428.5714285714287,571.4285714285714
78,1714.2857142857142,571.4285714285714
79,2000.0,571.4285714285714
80,0.0,1428.5714285714287
81,285.7142857142857,1428.5714285714287
82,571.4285714285714,1428.5714285714287
83,857.1428571428571,1428.5714285714287
84,1142.857142857143,1428.5714285714287
85,1428.5714285714287,1428.5714285714287
86,1714.2857142857142,1428.5714285714287
87,2000.0,1428.5714285714287
88,571.4285714285714,0.0
89,571.4285714285714,285.7142857142857
90,571.4285714285714,857.1428571428571
91,571.4285714285714,1142.857142857143
92,571.4285714285714,1714.2857142857142
93,571.4285714285714,2000.0
94,1428.5714285714287,0.0
95,1428.5714285714287,285.7142857142857
96,1428.5714285714287,857.1428571428571
97,1428.5714285714287,1142.857142857143
98,1428.5714285714287,1714.2857142857142
99,1428.5714285714287,2000.0
