vertex1,x,y
0,1145.19,999.74
1,485.24,1188.87
2,534.93,781.99
3,1237.82,953.76
4,1079.73,917.96
5,1117.07,1126.94
6,687.16,1018.0
7,877.55,789.05
8,515.05,912.74
9,754.24,1323.28
10,993.37,1159.17
11,1095.07,1133.94
12,793.25,1654.24
13,1160.12,672.02
14,988.9,1205.83
15,934.48,1015.89
16,1024.25,1099.71
17,1608.89,1052.86
18,953.31,796.56
19,1276.15,699.84
20,1158.42,999.95
21,928.03,773.17
22,550.42,892.81
23,818.1,1231.47
24,1022.15,644.2
25,969.61,944.4
26,1376.02,1305.81
27,787.28,852.92
28,957.42,1426.14
29,1155.55,550.27
30,919.34,1527.62
31,1282.37,1005.22
32,684.61,614.69
33,559.27,1241.62
34,916.94,1124.94
35,979.4,1400.82
36,1063.25,554.55
37,1040.15,682.13
38,881.57,1223.32
39,562.69,1739.37
40,965.57,1166.82
41,698.62,1211.73
42,1020.46,779.23
43,678.68,947.26
44,1109.97,820.25
45,1483.69,1145.68
46,789.47,1269.56
47,633.12,1053.86
48,1331.91,1230.68
49,1512.43,991.66
50,638.78,1384.15
51,973.46,750.15
52,1141.16,1410.62
53,924.53,792.32
54,492.03,1004.75
55,601.86,653.66
56,632.34,1146.73
57,698.37,1038.13
58,1025.19,1214.21
59,1318.34,497.2
60,606.34,1038.82
61,772.09,1117.01
62,678.11,713.31
63,1083.64,1154.57
64,761.64,333.82
65,706.89,962.96
66,536.85,1409.62
67,1394.32,960.45
68,1634.97,791.47
69,1024.41,981.25
70,1430.82,1028.73
71,835.6,1259.94
72,0.0,571.4285714285714
73,285.7142857142857,571.4285714285714
74,571.4285714285714,571.4285714285714
75,857.1428571428571,571.4285714285714
76,1142.857142857143,571.4285714285714
77,1428.5714285714287,571.4285714285714
78,1714.2857142857142,571.4285714285714
79,2000.0,571.4285714285714
80,0.0,1428.5714285714287
81,285.7142857142857,1428.5714285714287
82,571.4285714285714,1428.5714285714287
83,857.1428571428571,1428.5714285714287
84,1142.857142857143,1428.5714285714287
85,1428.5714285714287,1428.5714285714287
86,1714.2857142857142,1428.5714285714287
87,2000.0,1428.5714285714287
88,571.4285714285714,0.0
89,571.4285714285714,285.7142857142857
90,571.4285714285714,857.1428571428571
91,571.4285714285714,1142.857142857143
92,571.4285714285714,1714.2857142857142
93,571.4285714285714,2000.0
94,1428.5714285714287,0.0
95,1428.5714285714287,285.7142857142857
96,1428.5714285714287,857.1428571428571
97,1428.5714285714287,1142.857142857143
98,1428.5714285714287,1714.2857142857142
99,1428.5714285714287,2000.0
