vertex1,x,y
0,646.75,888.73
1,1189.52,1276.66
2,890.58,766.37
3,1587.48,1293.52
4,874.46,817.77
5,1091.19,906.72
6,586.58,1484.35
7,1235.75,873.61
8,774.56,1042.15
9,1201.06,1178.77
10,875.78,1065.69
11,406.39,1073.97
12,1038.05,983.6
13,1025.06,622.35
14,1255.51,1101.0
15,1451.24,787.58
16,1554.6,1224.97
17,1250.6,1397.9
18,1080.8,476.39
19,586.07,1398.4
20,1058.59,880.79
21,1062.33,962.02
22,942.39,735.41
23,1183.56,1054.66
24,1325.35,1019.38
25,762.66,1312.31
26,758.14,785.0
27,959.61,1481.63
28,821.58,1192.77
29,524.04,1026.38
30,710.99,947.57
31,642.63,911.09
32,1350.45,930.01
33,1493.82,1048.84
34,682.32,939.39
35,1158.36,814.25
36,1253.32,1050.59
37,567.24,757.48
38,1046.68,1093.52
39,1734.72,935.31
40,1196.37,1202.05
41,928.86,1286.83
42,837.55,1286.72
43,413.49,1092.25
44,1136.44,1126.1
45,1564.87,906.4
46,764.07,1196.52
47,438.68,1229.25
48,807.37,545.47
49,1255.66,1109.72
50,875.73,1396.76
51,762.06,896.68
52,1005.55,833.38
53,1066.61,878.24
54,597.37,563.59
55,936.99,1036.54
56,855.79,1008.69
57,814.14,1057.14
58,705.06,1120.63
59,1272.96,768.58
60,813.13,1079.23
61,421.47,1128.53
62,1076.65,858.37
63,1210.31,1121.83
64,769.16,1023.4
65,837.7,816.95
66,811.77,1082.01
67,899.47,915.69
68,1320.99,1202.15
69,966.92,930.64
70,1243.48,625.97
71,719.04,1077.43
72,0.0,571.4285714285714
73,285.7142857142857,571.4285714285714
74,571.4285714285714,571.4285714285714
75,857.1428571428571,571.4285714285714
76,1142.857142857143,571.4285714285714
77,1428.5714285714287,571.4285714285714
78,1714.2857142857142,571.4285714285714
79,2000.0,571.4285714285714
80,0.0,1428.5714285714287
81,285.7142857142857,1428.5714285714287
82,571.4285714285714,1428.5714285714287
83,857.1428571428571,1428.5714285714287
84,1142.857142857143,1428.5714285714287
85,1428.5714285714287,1428.5714285714287
86,1714.2857142857142,1428.5714285714287
87,2000.0,1428.5714285714287
88,571.4285714285714,0.0
89,571.4285714285714,285.7142857142857
90,571.4285714285714,857.1428571428571
91,571.4285714285714,1142.857142857143
92,571.4285714285714,1714.2857142857142
93,571.4285714285714,2000.0
94,1428.5714285714287,0.0
95,1428.5714285714287,285.7142857142857
96,1428.5714285714287,857.1428571428571
97,1428.5714285714287,1142.857142857143
98,1428.5714285714287,1714.2857142857142
99,1428.5714285714287,2000.0
