vertex1,x,y
0,1138.91,909.99
1,750.22,551.14
2,1631.78,1076.63
3,1056.36,988.3
4,957.27,1216.15
5,1279.54,1027.12
6,1072.34,952.82
7,1115.78,747.35
8,1722.73,1020.92
9,920.21,1214.09
10,907.85,668.43
11,1033.81,1025.37
12,1310.74,1067.58
13,563.11,791.76
14,429.99,829.52
15,829.74,1066.88
16,526.16,671.31
17,876.8,1101.48
18,1145.72,740.35
19,741.68,1308.23
20,586.22,1677.97
21,1020.11,750.38
22,1250.14,1154.92
23,508.46,789.24
24,1237.87,1301.88
25,1237.02,633.08
26,1276.68,1139.37
27,1353.36,746.83
28,1638.58,939.97
29,896.73,701.0
30,1031.78,1238.48
31,879.23,757.28
32,1000.57,1160.07
33,1444.53,900.21
34,609.95,966.8
35,750.3,1042.85
36,1399.38,779.07
37,1295.81,1061.01
38,894.69,1443.8
39,1247.78,774.35
40,1098.95,1339.82
41,1435.08,1434.45
42,1021.61,763.32
43,1297.43,578.03
44,1766.18,1087.57
45,1173.45,841.25
46,1014.31,1541.89
47,1209.51,1010.09
48,894.07,767.36
49,1692.51,667.32
50,1052.22,1316.07
51,920.85,834.36
52,757.65,1012.71
53,1318.19,1277.18
54,1251.48,859.57
55,855.77,986.68
56,1167.17,995.2
57,562.52,1198.16
58,1053.64,1171.32
59,1131.3,936.17
60,1495.13,1018.46
61,776.46,892.18
62,629.28,571.49
63,740.33,1074.7
64,612.4,1548.74
65,1387.63,743.72
66,1449.11,775.82
67,1092.86,747.49
68,1354.18,1210.13
69,1038.85,1130.06
70,972.42,954.02
71,903.42,733.77
72,0.0,571.4285714285714
73,285.7142857142857,571.4285714285714
74,571.4285714285714,571.4285714285714
75,857.1428571428571,571.4285714285714
76,1142.857142857143,571.4285714285714
77,1428.5714285714287,571.4285714285714
78,1714.2857142857142,571.4285714285714
79,2000.0,571.4285714285714
80,0.0,1428.5714285714287
81,285.7142857142857,1428.5714285714287
82,571.4285714285714,1428.5714285714287
83,857.1428571428571,1428.5714285714287
84,1142.857142857143,1428.5714285714287
85,1428.5714285714287,1428.5714285714287
86,1714.2857142857142,1428.5714285714287
87,2000.0,1428.5714285714287
88,571.4285714285714,0.0
89,571.4285714285714,285.7142857142857
90,571.4285714285714,857.1428571428571
91,571.4285714285714,1142.857142857143
92,571.4285714285714,1714.2857142857142
93,571.4285714285714,2000.0
94,1428.5714285714287,0.0
95,1428.5714285714287,285.7142857142857
96,1428.5714285714287,857.1428571428571
97,1428.5714285714287,1142.857142857143
98,1428.5714285714287,1714.2857142857142
99,1428.5714285714287,2000.0
