index,value
0,256.471
1,397.867
2,356.761
3,360.66
4,362.154
5,380.826
6,269.507
7,242.249
8,48.3111
9,20.1344
10,5.89603
11,181.522
12,74.3248
13,142.707
14,1.89297
15,88.2597
16,48.5851
17,185.262
18,45.9099
19,65.3738
20,75.805
21,11.7286
22,26.4794
23,5.59761
24,2.8705
25,2.13623
26,126.746
27,67.7056
28,50.0469
29,35.5384
30,2.9295
31,64.4811
32,29.9083
33,102.244
34,29.4845
35,48.1896
36,52.6848
37,41.0507
38,90.4998
39,191.402
40,236.319
41,61.3546
42,52.2962
43,64.3352
44,43.7265
45,79.7669
46,18.9116
47,82.7781
48,45.91
49,80.8637
50,81.7773
51,69.5033
52,38.6934
53,58.3422
54,87.9566
55,71.9495
56,79.2368
57,67.6675
