index,value
0,152.214
1,111.829
2,51.9275
3,33.9463
4,113.118
5,64.1625
6,34.5364
7,198.742
8,124.51
9,0.511305
10,187.878
11,82.8718
12,2.99733
13,140.673
14,38.8148
15,39.5596
16,187.818
17,0.032032
18,174.287
19,140.962
20,221.921
21,122.106
22,180.72
23,18.7631
24,132.057
25,73.9476
26,74.9511
27,39.0985
28,98.7313
29,134.637
30,0
31,212.101
32,1.67463
33,190
34,30.25
35,78.089
36,234.546
37,0
38,170.234
39,226.073
40,13.8119
41,221.502
42,107.521
43,58.5616
44,371.334
45,285.313
46,106.854
47,177.615
48,8.93363
49,6.14669
50,96.4837
51,193.265
52,302.409
53,211.657
54,121.014
55,84.5886
56,94.6126
57,252.438
