index,value
0,311.029
1,425.137
2,363.032
3,276.418
4,362.312
5,303.443
6,256.827
7,335.94
8,61.0521
9,53.8634
10,71.9731
11,55.9997
12,53.1901
13,150.546
14,86.9154
15,0
16,0.21688
17,76.9065
18,137.043
19,125.679
20,63.2547
21,90.5633
22,75.13
23,47.157
24,87.6281
25,22.5498
26,140.929
27,71.4699
28,47.0909
29,89.0672
30,157.261
31,134.209
32,13.7811
33,131.448
34,0
35,65.6373
36,157.624
37,13.7691
38,10.6981
39,17.1861
40,64.4503
41,18.2295
42,120.693
43,46.4888
44,0.0879956
45,25.1147
46,44.1269
47,60.0833
48,0.430647
49,12.7413
50,77.9483
51,1.46152
52,161.315
53,44.1735
54,72.1783
55,111.563
56,45.9048
57,0
