index,value
0,42.1589
1,74.4532
2,86.0961
3,111.314
4,45.3319
5,65.764
6,31.9788
7,55.3472
8,184.766
9,43.597
10,130.999
11,191.073
12,43.6707
13,84.3352
14,193.524
15,19.8021
16,208.206
17,185.541
18,161.862
19,170.673
20,76.9856
21,219.676
22,172.445
23,209.296
24,246.269
25,199.027
26,71.8992
27,156.828
28,79.3929
29,210.614
30,9.21294
31,43.7869
32,55.8058
33,166.919
34,132.789
35,14.6855
36,148.037
37,6.0425
38,161.551
39,166.579
40,328.093
41,322.669
42,224.782
43,144.588
44,73.7485
45,1.91846
46,1.57465
47,22.3365
48,0
49,46.0463
50,17.604
51,37.277
52,111.15
53,138.125
54,181.578
55,14.213
56,165.208
57,164.396
