index,value
0,62.4561
1,111.231
2,58.037
3,89.3352
4,34.7227
5,55.2743
6,25.8971
7,55.3108
8,71.4864
9,74.964
10,0.145068
11,176.153
12,94.4624
13,144.823
14,243.5
15,29.6325
16,34.4908
17,208.302
18,143.837
19,174.575
20,106.96
21,90.2974
22,88.9424
23,7.24369
24,267.403
25,25.5995
26,150.484
27,245.355
28,262.677
29,2.87943
30,142.318
31,154.147
32,7.90531
33,39.1523
34,86.7095
35,94.6664
36,152.894
37,25.453
38,200.462
39,0.454559
40,105.718
41,289.923
42,158.745
43,127.196
44,20.1105
45,135.33
46,81.9677
47,291.165
48,188.424
49,120.278
50,25.7091
51,1.00228
52,178.369
53,21.5697
54,99.2731
55,141.801
56,256.014
57,37.3441
