index,value
0,228.742
1,248.486
2,260.881
3,296.712
4,269.723
5,293.665
6,233.828
7,229.522
8,101.647
9,119.319
10,176.655
11,74.2363
12,83.4713
13,131.891
14,1.33075
15,76.1141
16,21.033
17,4.8366
18,30.0668
19,61.2538
20,106.26
21,53.1591
22,0
23,111.598
24,0.211857
25,71.6718
26,60.1303
27,152.719
28,138.763
29,101.278
30,102.959
31,97.9092
32,145.672
33,8.2429
34,103.071
35,3.63287
36,105.592
37,194.399
38,88.8881
39,49.4795
40,22.1736
41,110.197
42,98.4044
43,5.50895
44,43.2229
45,0
46,89.4023
47,34.8152
48,148.797
49,83.7072
50,0.967038
51,11.9684
52,106.157
53,93.3565
54,36.2954
55,118.704
56,98.7144
57,36.6593
