index,value
0,262.438
1,274.975
2,280.856
3,326.01
4,286.029
5,312.43
6,247.854
7,249.798
8,79.2859
9,84.1146
10,167.647
11,51.6001
12,61.1404
13,127.134
14,0.878788
15,59.5242
16,15.0143
17,1
18,25.6631
19,46.7098
20,79.2436
21,41.7643
22,0
23,95.4616
24,0
25,54.6064
26,54.5533
27,111.528
28,91.2849
29,85.4399
30,78.1668
31,102.221
32,115.891
33,4.9118
34,70.3085
35,1.42254
36,73.4183
37,170.33
38,50.9331
39,49.064
40,17.2503
41,110.385
42,74.1326
43,1.19786
44,36.0611
45,0
46,67.72
47,28.6261
48,105.267
49,57.2789
50,0
51,2.11886
52,93.416
53,56.774
54,24.782
55,99.4399
56,71.4971
57,32.8363
