index,value
0,376.753
1,321.87
2,323.262
3,175.796
4,209.449
5,256.621
6,290.31
7,318.509
8,126.937
9,34.0401
10,31.3455
11,77.3134
12,23.239
13,44.6466
14,8.23835
15,81.8943
16,152.113
17,21.007
18,87.3517
19,21.6492
20,126.014
21,82.8311
22,218.553
23,19.052
24,65.9249
25,82.267
26,72.7732
27,55.3325
28,41.7649
29,85.4261
30,125.304
31,120.247
32,77.0986
33,5.61528
34,147.683
35,25.041
36,127.624
37,0.0204082
38,8.56665
39,137.514
40,111.453
41,1.51717
42,171.559
43,0.688681
44,126.934
45,86.7803
46,10.8248
47,40.9014
48,33.1225
49,140.855
50,206.153
51,0.935592
52,68.784
53,21.0032
54,118.714
55,177.255
56,0
57,8.34335
