index,value
0,352.558
1,346.367
2,321.854
3,344.404
4,216.645
5,213.537
6,244.063
7,321.176
8,73.9731
9,108.12
10,81.6553
11,35.431
12,58.4894
13,89.2527
14,2.49014
15,95.4815
16,101.729
17,77.1868
18,131.426
19,27.5914
20,109.827
21,0.174032
22,68.9236
23,85.352
24,0.195868
25,148.58
26,46.3946
27,190.623
28,33.8792
29,104.486
30,0
31,70.3863
32,69.6601
33,147.372
34,97.7689
35,21.672
36,40.9848
37,23.2226
38,1.01829
39,67.8237
40,42.3911
41,75.7034
42,35.2953
43,68.9957
44,0
45,160.108
46,18.834
47,0.311657
48,52.3155
49,79.064
50,5.44646
51,18.4886
52,62.6645
53,112.541
54,75.3092
55,62.6341
56,113.79
57,108.833
