index,value
0,84.5751
1,129.083
2,92.3401
3,45.2123
4,22.1957
5,60.6327
6,98.001
7,116.205
8,245.7
9,221.415
10,152.347
11,0.00435672
12,138.253
13,224.169
14,198.053
15,192.088
16,1.51329
17,28.7086
18,74.2404
19,5.73866
20,214.949
21,173.778
22,23.5141
23,125.5
24,2.21542
25,89.1041
26,150.258
27,55.6009
28,111.535
29,182.261
30,167.764
31,288.574
32,268.19
33,317.679
34,40.7961
35,143.156
36,52.0413
37,76.9506
38,191.074
39,212.357
40,0.0344278
41,88.2156
42,51.0868
43,54.9865
44,228.477
45,72.9888
46,32.0771
47,181.98
48,184.753
49,30.3845
50,113.264
51,19.3424
52,8.45627
53,153.588
54,0
55,17.5981
56,200.126
57,195.769
