index,value
0,397.503
1,349.341
2,332.804
3,335.595
4,240.34
5,255.429
6,245.6
7,342.393
8,143.248
9,115.27
10,123.327
11,115.07
12,0.655907
13,13.8838
14,143.218
15,24.5581
16,90.3384
17,50.2522
18,72.6723
19,134.472
20,88.2164
21,97.8085
22,120.711
23,80.7757
24,0.932919
25,0
26,41.3001
27,123.362
28,0.995275
29,106.633
30,60.1856
31,69.8792
32,77.8465
33,7.41911
34,47.669
35,154.595
36,76.9892
37,77.2931
38,226.112
39,12.3197
40,6.62305
41,87.2252
42,3.00997
43,33.8005
44,114.524
45,78.6164
46,12.6902
47,109.084
48,70.9146
49,28.0787
50,3.79652
51,67.2443
52,81.2364
53,91.4873
54,140.868
55,79.0287
56,205.202
57,1.62382
