index,value
0,345.529
1,298.193
2,327.805
3,409.326
4,315.54
5,353.932
6,331.516
7,331.318
8,62.2613
9,49.5199
10,23.3113
11,44.6466
12,58.9617
13,63.2342
14,31.2062
15,36.9098
16,0.176923
17,0.242857
18,32.5628
19,15.8998
20,88.6899
21,156.329
22,14.3619
23,37.0204
24,50.3694
25,74.584
26,65.2827
27,91.1725
28,117.021
29,49.8395
30,55.4551
31,55.0398
32,80.0775
33,124.603
34,38.5812
35,17.5405
36,40.6599
37,95.7655
38,28.1131
39,37.3755
40,8.64214
41,0
42,8.16384
43,94.2712
44,51.3906
45,43.5974
46,52.3593
47,4.33333
48,43.6429
49,37.0761
50,34.2495
51,0
52,89.8243
53,58.425
54,0.785714
55,4.90698
56,176.401
57,3.18106
