index,value
0,330.48
1,352.227
2,362.591
3,293.243
4,305.298
5,381.891
6,267.302
7,249.118
8,29.7058
9,80.1304
10,57.1298
11,41.9473
12,69.8901
13,12.649
14,0.264556
15,144.381
16,27.1222
17,60.3701
18,104.952
19,58.7287
20,115.663
21,97.0861
22,58.2686
23,9.44839
24,61.8936
25,221.789
26,46.2519
27,53.1065
28,60.1811
29,14.7058
30,74.8277
31,55.8229
32,87.8808
33,65.5338
34,57.3224
35,107.618
36,80.0881
37,32.8069
38,26.7878
39,61.5074
40,8.25241
41,177.858
42,29.1512
43,119.743
44,74.6975
45,14.0653
46,89.7488
47,130.257
48,76.3173
49,16.9742
50,33.038
51,227.089
52,136.709
53,126.173
54,216.069
55,130.59
56,147.933
57,69.638
