index,value
0,281.384
1,360.133
2,335.569
3,350.835
4,276.289
5,271.49
6,314.771
7,226.719
8,18.7982
9,133.282
10,12.1087
11,82.7084
12,79.6625
13,92.9144
14,68.802
15,62.3776
16,58.5076
17,65.114
18,97.771
19,86.1219
20,79.3372
21,83.1013
22,175.066
23,74.2101
24,8.77295
25,62.2942
26,112.726
27,102.117
28,98.7539
29,69.2799
30,159.067
31,61.8031
32,0.866667
33,42.3258
34,88.2684
35,1.27359
36,55.0506
37,0
38,91.0212
39,152.188
40,22.3876
41,53.2356
42,0
43,105.167
44,23.8645
45,54.8244
46,3.80421
47,150.118
48,70.8506
49,0.373766
50,7.46435
51,90.8654
52,30.7994
53,69.4923
54,87.0959
55,4.33314
56,32.9542
57,99.7747
