index,value
0,275.583
1,346.746
2,320.047
3,326.728
4,253.768
5,252.205
6,315.495
7,220.618
8,21.4079
9,143.472
10,13.9685
11,109.008
12,89.1933
13,131.009
14,70.0123
15,73.9696
16,77.8252
17,66.3896
18,114.824
19,101.01
20,125.348
21,95.1689
22,182.594
23,83.7889
24,17.5886
25,74.1127
26,122.518
27,108.7
28,112.305
29,82.6884
30,163.032
31,78.567
32,3.3369
33,61.5585
34,109.484
35,3.26585
36,58.9593
37,0
38,101.453
39,167.1
40,24.5638
41,61.9041
42,0.798444
43,162.088
44,29.0156
45,64.4945
46,6.68308
47,172.415
48,91.7267
49,1.24546
50,14.9525
51,109.815
52,42.3417
53,93.4301
54,139.476
55,9.57231
56,36.4479
57,152.326
