index,value
0,299.947
1,377.202
2,349.502
3,370.467
4,296.336
5,291.326
6,317.003
7,252.33
8,14.9307
9,105.927
10,6.76728
11,47.3564
12,73.0123
13,58.6336
14,53.9976
15,51.4728
16,45.4519
17,65.492
18,73.7376
19,69.236
20,54.6906
21,70.1481
22,157.651
23,65.3339
24,1.89398
25,55.2809
26,101.965
27,77.7914
28,87.469
29,60.8135
30,150.666
31,44.52
32,0
33,40.3235
34,78.6487
35,0
36,48.0239
37,0
38,87.8038
39,148.177
40,22.9647
41,47.2121
42,0
43,73.0529
44,12.4565
45,44.9701
46,0.509804
47,106.269
48,52.6632
49,0
50,2.25
51,70.2325
52,23.0499
53,44.0496
54,59.7615
55,1.49789
56,21.047
57,59.947
