index,value
0,297.402
1,384.272
2,330.569
3,266.414
4,388.642
5,279.625
6,273.12
7,330.019
8,64.161
9,29.0773
10,79.1573
11,50.2697
12,12.4857
13,15.7694
14,94.9672
15,92.1883
16,101.996
17,56.6116
18,73.8789
19,109.522
20,4.98571
21,75.6435
22,10.9356
23,0
24,30.3322
25,75.8857
26,32.0279
27,1.51198
28,75.8958
29,123.473
30,0
31,32.7117
32,0
33,59.8222
34,221.825
35,0
36,22.5488
37,62.6284
38,153.015
39,49.7763
40,17.9558
41,39.6061
42,57.5448
43,12.1634
44,154.133
45,79.4439
46,72.8192
47,59.8268
48,48.4524
49,0
50,56.7771
51,109.268
52,0
53,83.4243
54,0
55,45.5442
56,74.7897
57,16.5268
