index,value
0,20.1146
1,52.9338
2,45.2308
3,67.6881
4,134.354
5,83.4103
6,46.2667
7,97.2935
8,276.067
9,100.138
10,210.543
11,228.193
12,222.526
13,89.0533
14,136.347
15,52.7024
16,63.3633
17,180.402
18,10.2713
19,52.6518
20,21.2943
21,48.2135
22,7.51397
23,120.551
24,240.227
25,104.106
26,46.3519
27,190.817
28,288.047
29,67.655
30,193.586
31,7.61368
32,124.587
33,1.3978
34,51.5036
35,34.6075
36,36.8845
37,39.8256
38,45.8113
39,67.7443
40,169.45
41,137.736
42,303.693
43,128.778
44,72.2121
45,236.852
46,189.09
47,11.9251
48,139.733
49,238.008
50,1.89747
51,134.605
52,225.975
53,48.2211
54,155.901
55,138.761
56,146.517
57,31.4849
