index,value
0,367.427
1,367.079
2,332.77
3,322.589
4,276.028
5,288.811
6,296.58
7,356.547
8,9.67237
9,138.05
10,7.89948
11,6.68661
12,19.0148
13,42.34
14,188.923
15,3.92077
16,61.3852
17,66.9091
18,120.487
19,23.2125
20,93.4096
21,123.722
22,117.44
23,25.752
24,42.0231
25,24.0407
26,145.827
27,83.8174
28,67.2455
29,74.4355
30,72.9558
31,19.2566
32,85.1536
33,97.6145
34,53.003
35,75.5091
36,72.3152
37,105.651
38,15.6971
39,107.34
40,84.8626
41,194.17
42,7.1536
43,79.4024
44,205.425
45,86.5706
46,32.0261
47,12.3333
48,14.1507
49,102.087
50,0.893774
51,50.5
52,14.3686
53,87.0296
54,137.795
55,119.585
56,166.968
57,12.7179
