index,value
0,47.5131
1,57.451
2,58.0782
3,100.117
4,53.62
5,11.0235
6,45.5663
7,39.4899
8,21.745
9,1.27906
10,83.2789
11,251.971
12,236.63
13,234.96
14,111.579
15,100.706
16,171.664
17,274.116
18,38.14
19,173.772
20,110.839
21,188.503
22,123.476
23,234.796
24,257.027
25,89.6333
26,162.501
27,136.245
28,5.29389
29,122.149
30,50.7402
31,212.405
32,162.206
33,22.4926
34,99.4919
35,169.938
36,152.44
37,189.444
38,95.4632
39,176.922
40,175.672
41,311.885
42,169.287
43,0
44,112.766
45,218.887
46,27.9137
47,96.8323
48,7.56068
49,63.1788
50,25.3511
51,145.079
52,47.9171
53,33.4106
54,11.8285
55,2.17457
56,167.994
57,1.77993
