index,value
0,83.2131
1,50.573
2,31.7724
3,44.7913
4,10.1593
5,38.2685
6,68.0245
7,65.8499
8,42.2869
9,49.8504
10,181.538
11,51.2229
12,346.782
13,51.3915
14,113.03
15,73.2518
16,198.854
17,15.118
18,60.1089
19,148.478
20,101.162
21,50.5995
22,12.8957
23,105.313
24,45.7436
25,50.5733
26,55.4742
27,17.1583
28,0.0673351
29,56.5567
30,184.872
31,150.85
32,73.6055
33,236.096
34,41.7144
35,0
36,11.506
37,193.451
38,178.955
39,142.831
40,0
41,226.743
42,223.972
43,139.949
44,50.7324
45,150.717
46,217.545
47,17.0039
48,43.8884
49,260.702
50,94.0348
51,203.526
52,234.646
53,166.323
54,184.281
55,0
56,27.6571
57,135.664
