index,value
0,312.902
1,210.669
2,207.738
3,176.953
4,270.796
5,334.502
6,340.05
7,353.652
8,0
9,14.6345
10,101.396
11,153.815
12,138.979
13,79.3481
14,93.8759
15,135.443
16,0.751503
17,77.9748
18,65.4319
19,68.5509
20,28.0742
21,48.5017
22,120.566
23,239.9
24,81.8493
25,106.709
26,115.279
27,83.7267
28,106.736
29,245.45
30,90.0664
31,215.993
32,13.6502
33,93.1957
34,187.567
35,94.7759
36,85.5553
37,73.6512
38,105.923
39,211.906
40,59.3941
41,6.57873
42,108.587
43,90.0835
44,97.8592
45,0.517993
46,128.486
47,59.3275
48,56.0285
49,104.46
50,130.578
51,58.6304
52,51.2852
53,91.343
54,17.1722
55,6.61329
56,21.0655
57,199.293
