index,value
0,340.79
1,317.614
2,373.103
3,352.936
4,353.597
5,422.486
6,366.706
7,379.422
8,12.222
9,38.6553
10,38.8791
11,35.0318
12,83.3947
13,94.6547
14,72.161
15,52.6078
16,92.8425
17,39.669
18,35.2942
19,49.2507
20,47.9103
21,82.8763
22,69.333
23,0.0964116
24,169.646
25,102.353
26,0.941984
27,50.8788
28,168.157
29,78.8713
30,100.708
31,1.07032
32,20.0316
33,63.8394
34,66.1119
35,54.3718
36,98.5896
37,154.176
38,76.3434
39,0
40,157.463
41,29.0061
42,61.7386
43,33.2769
44,65.9788
45,80.0244
46,39.1757
47,22.6414
48,36.2162
49,92.1757
50,59.6319
51,49.4885
52,27.1323
53,19.1287
54,1.16305
55,32.0732
56,36.3849
57,107.7
