index,value
0,339.207
1,342.726
2,377.416
3,352.669
4,349.117
5,425.233
6,373.317
7,383.515
8,3.91816
9,26.2842
10,36.9255
11,21.6077
12,54.2534
13,84.8406
14,60.4634
15,45.2365
16,87.0673
17,27.2881
18,19.2014
19,29.8282
20,49.317
21,67.8493
22,67.4426
23,0
24,124.538
25,74.5614
26,0.5
27,37.6038
28,144.247
29,76.2545
30,82.0029
31,0.410714
32,17.9032
33,63.5245
34,58.9298
35,24.5601
36,69.0675
37,132.826
38,72.0084
39,0
40,133.049
41,17.4189
42,66.5464
43,33.1689
44,51.2314
45,50.8108
46,9.88831
47,27.2127
48,27.7417
49,73.1569
50,51.5594
51,45.0366
52,14.172
53,17.3339
54,0
55,44.0727
56,36.9161
57,98.2834
