327,197,392,391,389,387,386
327,197,392,391,343,387,386
327,325,326,392,391,389,387,386
327,325,326,392,391,343,387,386
327,325,120,326,392,391,389,387,386
327,325,120,326,392,391,343,387,386
327,197,392,391,389,390,387,386
327,197,392,391,389,390,388,386
327,325,326,392,391,389,390,387,386
327,325,326,392,391,389,390,388,386
327,197,392,391,389,387,390,388,386
327,197,392,391,343,387,390,388,386
327,325,120,326,392,391,389,390,387,386
327,325,120,326,392,391,389,390,388,386
327,325,326,392,391,389,387,390,388,386
327,325,326,392,391,343,387,390,388,386
327,325,120,326,392,391,389,387,390,388,386
327,325,120,326,392,391,343,387,390,388,386
327,197,392,391,343,387,389,390,388,386
327,325,326,392,391,343,387,389,390,388,386
327,197,392,391,343,342,380,386
327,197,199,342,380,386
327,325,120,326,392,391,343,387,389,390,388,386
327,325,326,392,391,343,342,380,386
327,325,120,326,392,391,343,342,380,386
327,325,326,392,197,199,342,380,386
327,197,199,342,343,387,386
327,325,120,326,392,197,199,342,380,386
327,197,392,391,389,390,388,350,31,380,386
327,325,326,392,391,389,390,388,350,31,380,386
327,325,326,392,197,199,342,343,387,386
327,197,392,391,343,342,380,31,350,388,386
327,197,199,342,380,31,350,388,386
327,197,392,391,389,387,390,388,350,31,380,386
327,197,392,391,343,387,390,388,350,31,380,386
327,325,120,326,392,391,389,390,388,350,31,380,386
327,325,120,326,392,197,199,342,343,387,386
327,325,326,392,391,343,342,380,31,350,388,386
327,325,326,392,391,389,387,390,388,350,31,380,386
327,325,326,392,391,343,387,390,388,350,31,380,386
327,325,120,326,392,391,343,342,380,31,350,388,386
327,325,120,326,392,391,389,387,390,388,350,31,380,386
327,325,120,326,392,391,343,387,390,388,350,31,380,386
327,197,392,391,389,387,343,342,380,386
327,197,199,342,343,391,389,387,386
327,325,326,392,197,199,342,380,31,350,388,386
327,325,326,392,391,389,387,343,342,380,386
327,197,392,391,343,342,380,31,350,388,390,387,386
327,197,199,342,380,31,350,388,390,387,386
327,197,199,342,343,387,390,388,386
327,325,120,326,392,197,199,342,380,31,350,388,386
327,197,392,391,343,387,389,390,388,350,31,380,386
327,325,120,326,392,391,389,387,343,342,380,386
327,325,326,392,391,343,342,380,31,350,388,390,387,386
327,325,326,392,391,343,387,389,390,388,350,31,380,386
327,325,120,326,392,391,343,342,380,31,350,388,390,387,386
327,197,199,32,34,342,380,386
327,325,326,392,197,199,342,343,391,389,387,386
327,325,120,326,392,391,343,387,389,390,388,350,31,380,386
327,325,326,392,197,199,342,380,31,350,388,390,387,386
327,325,120,326,392,197,199,342,343,391,389,387,386
327,325,326,392,197,199,342,343,387,390,388,386
327,197,392,391,389,390,387,343,342,380,386
327,325,120,326,392,197,199,342,380,31,350,388,390,387,386
327,197,392,391,343,342,380,31,350,388,390,389,387,386
327,197,199,342,380,31,350,388,390,389,387,386
327,325,120,326,392,197,199,342,343,387,390,388,386
327,197,199,342,343,387,389,390,388,386
327,197,199,342,343,391,389,390,387,386
327,197,199,342,343,391,389,390,388,386
327,325,326,392,391,389,390,387,343,342,380,386
327,197,392,391,343,342,34,29,31,380,386
327,325,326,392,197,199,32,34,342,380,386
327,197,199,342,34,29,31,380,386
327,325,326,392,391,343,342,380,31,350,388,390,389,387,386
327,197,392,391,389,387,343,342,380,31,350,388,386
327,197,199,32,34,342,343,387,386
327,197,199,32,34,29,31,380,386
327,325,120,326,392,391,389,390,387,343,342,380,386
327,325,120,326,392,197,199,32,34,342,380,386
327,325,120,326,392,391,343,342,380,31,350,388,390,389,387,386
327,325,326,392,391,343,342,34,29,31,380,386
327,197,199,342,343,391,389,387,390,388,386
327,325,326,392,391,389,387,343,342,380,31,350,388,386
327,325,120,326,392,391,343,342,34,29,31,380,386
327,325,326,392,197,199,342,380,31,350,388,390,389,387,386
327,197,392,391,389,390,388,350,31,380,342,343,387,386
327,325,326,392,197,199,342,343,387,389,390,388,386
327,325,120,326,392,391,389,387,343,342,380,31,350,388,386
327,325,326,392,197,199,342,343,391,389,390,387,386
327,325,326,392,197,199,342,343,391,389,390,388,386
327,197,392,391,343,342,199,32,34,29,31,380,386
327,325,120,326,392,197,199,342,380,31,350,388,390,389,387,386
327,325,326,392,197,199,342,34,29,31,380,386
327,197,392,391,343,342,34,29,31,350,388,386
327,197,199,342,34,29,31,350,388,386
327,325,120,326,392,197,199,342,343,387,389,390,388,386
327,325,326,392,391,389,390,388,350,31,380,342,343,387,386
327,197,199,182,32,34,342,380,386
327,325,120,326,392,197,199,342,343,391,389,390,387,386
327,325,120,326,392,197,199,342,343,391,389,390,388,386
327,325,326,392,197,199,32,34,342,343,387,386
327,325,326,392,197,199,32,34,29,31,380,386
327,197,199,32,34,342,380,31,350,388,386
327,325,326,392,391,343,342,199,32,34,29,31,380,386
327,197,199,32,34,29,31,350,388,386
327,325,120,326,392,197,199,342,34,29,31,380,386
327,325,120,326,392,391,389,390,388,350,31,380,342,343,387,386
327,325,326,392,391,343,342,34,29,31,350,388,386
327,325,326,392,197,199,342,343,391,389,387,390,388,386
327,325,120,326,392,197,199,32,34,342,343,387,386
327,325,120,326,392,197,199,32,34,29,31,380,386
327,325,120,326,392,391,343,342,199,32,34,29,31,380,386
327,325,120,326,392,391,343,342,34,29,31,350,388,386
327,325,120,326,392,197,199,342,343,391,389,387,390,388,386
327,197,392,391,389,390,387,343,342,380,31,350,388,386
327,197,392,391,343,342,199,32,34,29,31,350,388,386
327,325,326,392,197,199,342,34,29,31,350,388,386
327,325,326,392,197,199,182,32,34,342,380,386
327,197,199,32,34,342,343,391,389,387,386
327,325,326,392,391,389,390,387,343,342,380,31,350,388,386
327,197,199,182,32,34,342,343,387,386
327,325,326,392,197,199,32,34,342,380,31,350,388,386
327,325,326,392,197,199,32,34,29,31,350,388,386
327,197,392,391,343,342,34,29,31,350,388,390,387,386
327,197,199,182,32,34,29,31,380,386
327,197,199,342,34,29,31,350,388,390,387,386
327,325,326,392,391,343,342,199,32,34,29,31,350,388,386
327,325,120,326,392,197,199,342,34,29,31,350,388,386
327,325,120,326,392,197,199,182,32,34,342,380,386
327,197,199,32,34,342,380,31,350,388,390,387,386
327,197,199,32,34,29,31,350,388,390,387,386
327,197,199,32,34,342,343,387,390,388,386
327,325,120,326,392,391,389,390,387,343,342,380,31,350,388,386
327,325,120,326,392,197,199,32,34,342,380,31,350,388,386
327,325,120,326,392,197,199,32,34,29,31,350,388,386
327,197,199,342,343,387,390,388,350,31,380,386
327,325,120,326,392,391,343,342,199,32,34,29,31,350,388,386
327,325,326,392,391,343,342,34,29,31,350,388,390,387,386
327,197,199,342,380,31,350,388,390,389,391,343,387,386
327,325,120,326,392,391,343,342,34,29,31,350,388,390,387,386
327,197,392,391,343,342,199,182,32,34,29,31,380,386
327,197,392,391,389,387,343,342,34,29,31,380,386
327,394,155,325,326,392,391,389,387,386
327,394,155,325,326,392,391,343,387,386
327,197,392,391,343,342,199,32,34,29,31,350,388,390,387,386
327,325,326,392,197,199,32,34,342,343,391,389,387,386
327,325,326,392,197,199,182,32,34,342,343,387,386
327,325,326,392,197,199,182,32,34,29,31,380,386
327,325,326,392,197,199,342,34,29,31,350,388,390,387,386
327,197,199,182,32,34,342,380,31,350,388,386
327,325,326,392,391,343,342,199,182,32,34,29,31,380,386
327,197,199,182,32,34,29,31,350,388,386
327,325,326,392,391,389,387,343,342,34,29,31,380,386
327,325,155,393,120,326,392,391,389,387,386
327,325,155,393,120,326,392,391,343,387,386
327,394,155,325,120,326,392,391,389,387,386
327,394,155,325,120,326,392,391,343,387,386
327,325,326,392,197,199,32,34,342,380,31,350,388,390,387,386
327,325,326,392,197,199,32,34,29,31,350,388,390,387,386
327,394,155,393,120,326,392,391,389,387,386
327,394,155,393,120,326,392,391,343,387,386
327,325,120,326,392,197,199,32,34,342,343,391,389,387,386
327,325,326,392,391,343,342,199,32,34,29,31,350,388,390,387,386
327,325,326,392,197,199,32,34,342,343,387,390,388,386
327,197,392,391,389,390,388,350,31,29,34,342,380,386
327,325,120,326,392,197,199,182,32,34,342,343,387,386
327,325,326,392,197,199,342,343,387,390,388,350,31,380,386
327,325,120,326,392,197,199,182,32,34,29,31,380,386
327,325,120,326,392,197,199,342,34,29,31,350,388,390,387,386
327,197,392,391,343,342,34,29,31,350,388,390,389,387,386
327,325,120,326,392,391,343,342,199,182,32,34,29,31,380,386
327,197,199,342,34,29,31,350,388,390,389,387,386
327,325,120,326,392,391,389,387,343,342,34,29,31,380,386
327,325,120,326,392,197,199,32,34,342,380,31,350,388,390,387,386
327,325,120,326,392,197,199,32,34,29,31,350,388,390,387,386
327,325,326,392,197,199,342,380,31,350,388,390,389,391,343,387,386
327,197,199,32,34,342,380,31,350,388,390,389,387,386
327,197,199,32,34,29,31,350,388,390,389,387,386
327,325,120,326,392,391,343,342,199,32,34,29,31,350,388,390,387,386
327,394,155,393,120,325,326,392,391,389,387,386
327,394,155,393,120,325,326,392,391,343,387,386
327,325,120,326,392,197,199,32,34,342,343,387,390,388,386
327,197,199,32,34,342,343,387,389,390,388,386
327,325,326,392,391,389,390,388,350,31,29,34,342,380,386
327,325,120,326,392,197,199,342,343,387,390,388,350,31,380,386
327,197,199,32,34,342,343,391,389,390,387,386
327,197,392,391,389,387,343,342,199,32,34,29,31,380,386
327,197,199,32,34,342,343,391,389,390,388,386
327,197,199,342,343,387,389,390,388,350,31,380,386
327,325,326,392,391,343,342,34,29,31,350,388,390,389,387,386
327,197,199,342,343,391,389,390,388,350,31,380,386
327,197,392,391,343,342,199,182,32,34,29,31,350,388,386
327,197,392,391,389,387,343,342,34,29,31,350,388,386
327,325,120,326,392,197,199,342,380,31,350,388,390,389,391,343,387,386
327,197,392,391,389,387,390,388,350,31,29,34,342,380,386
327,197,392,391,343,387,390,388,350,31,29,34,342,380,386
327,325,120,326,392,391,389,390,388,350,31,29,34,342,380,386
327,325,326,392,391,389,387,343,342,199,32,34,29,31,380,386
327,197,199,182,32,34,342,343,391,389,387,386
327,325,120,326,392,391,343,342,34,29,31,350,388,390,389,387,386
327,325,326,392,197,199,182,32,34,342,380,31,350,388,386
327,325,326,392,197,199,182,32,34,29,31,350,388,386
327,325,326,392,391,343,342,199,182,32,34,29,31,350,388,386
327,197,199,32,34,29,31,380,342,343,387,386
327,197,392,391,389,390,388,350,31,29,34,32,199,342,380,386
327,325,326,392,391,389,387,343,342,34,29,31,350,388,386
327,325,326,392,391,389,387,390,388,350,31,29,34,342,380,386
327,197,392,391,343,342,199,32,34,29,31,350,388,390,389,387,386
327,325,326,392,391,343,387,390,388,350,31,29,34,342,380,386
327,197,199,32,34,342,343,391,389,387,390,388,386
327,197,199,182,32,34,342,380,31,350,388,390,387,386
327,197,199,182,32,34,29,31,350,388,390,387,386
327,325,120,326,392,391,389,387,343,342,199,32,34,29,31,380,386
327,197,199,342,343,391,389,387,390,388,350,31,380,386
327,197,199,182,32,34,342,343,387,390,388,386
327,325,120,326,392,197,199,182,32,34,342,380,31,350,388,386
327,325,120,326,392,197,199,182,32,34,29,31,350,388,386
327,325,326,392,197,199,342,34,29,31,350,388,390,389,387,386
327,197,392,391,389,390,388,350,31,29,34,342,343,387,386
327,325,120,326,392,391,343,342,199,182,32,34,29,31,350,388,386
327,325,120,326,392,391,389,387,343,342,34,29,31,350,388,386
327,325,326,392,391,389,390,388,350,31,29,34,32,199,342,380,386
327,197,392,391,389,390,387,343,342,34,29,31,380,386
327,325,120,326,392,391,389,387,390,388,350,31,29,34,342,380,386
327,325,120,326,392,391,343,387,390,388,350,31,29,34,342,380,386
327,325,326,392,197,199,32,34,342,380,31,350,388,390,389,387,386
327,325,326,392,197,199,32,34,29,31,350,388,390,389,387,386
327,325,326,392,391,343,342,199,32,34,29,31,350,388,390,389,387,386
327,325,326,392,197,199,32,34,342,343,387,389,390,388,386
327,394,155,325,326,392,391,389,390,387,386
327,394,155,325,326,392,391,389,390,388,386
327,325,326,392,197,199,32,34,342,343,391,389,390,387,386
327,325,326,392,197,199,32,34,342,343,391,389,390,388,386
327,325,326,392,197,199,342,343,387,389,390,388,350,31,380,386
327,325,120,326,392,197,199,342,34,29,31,350,388,390,389,387,386
327,197,392,391,389,387,343,342,199,32,34,29,31,350,388,386
327,325,326,392,197,199,342,343,391,389,390,388,350,31,380,386
327,325,326,392,391,389,390,388,350,31,29,34,342,343,387,386
327,197,392,391,389,387,390,388,350,31,29,34,32,199,342,380,386
327,197,392,391,343,387,390,388,350,31,29,34,32,199,342,380,386
327,325,120,326,392,391,389,390,388,350,31,29,34,32,199,342,380,386
327,197,392,391,389,390,388,350,347,30,29,31,380,386
327,325,326,392,391,389,390,387,343,342,34,29,31,380,386
327,325,120,326,392,197,199,32,34,342,380,31,350,388,390,389,387,386
327,325,120,326,392,197,199,32,34,29,31,350,388,390,389,387,386
327,325,120,326,392,391,343,342,199,32,34,29,31,350,388,390,389,387,386
327,325,155,393,120,326,392,391,389,390,387,386
327,325,120,326,392,197,199,32,34,342,343,387,389,390,388,386
327,394,155,325,120,326,392,391,389,390,387,386
327,325,155,393,120,326,392,391,389,390,388,386
327,394,155,393,120,326,392,391,389,390,387,386
327,394,155,325,120,326,392,391,389,390,388,386
327,394,155,393,120,326,392,391,389,390,388,386
327,325,120,326,392,197,199,32,34,342,343,391,389,390,387,386
327,325,120,326,392,197,199,32,34,342,343,391,389,390,388,386
327,197,392,391,343,342,199,182,32,34,29,31,350,388,390,387,386
327,325,120,326,392,197,199,342,343,387,389,390,388,350,31,380,386
327,325,326,392,197,199,182,32,34,342,343,391,389,387,386
327,325,120,326,392,197,199,342,343,391,389,390,388,350,31,380,386
327,325,326,392,391,389,387,343,342,199,32,34,29,31,350,388,386
327,325,120,326,392,391,389,390,388,350,31,29,34,342,343,387,386
327,325,326,392,391,389,387,390,388,350,31,29,34,32,199,342,380,386
327,325,326,392,391,343,387,390,388,350,31,29,34,32,199,342,380,386
327,325,326,392,197,199,32,34,29,31,380,342,343,387,386
327,325,120,326,392,391,389,390,387,343,342,34,29,31,380,386
327,325,326,392,391,389,390,388,350,347,30,29,31,380,386
327,394,155,325,326,392,391,389,387,390,388,386
327,197,392,391,343,387,389,390,388,350,31,29,34,342,380,386
327,394,155,325,326,392,391,343,387,390,388,386
327,394,155,393,120,325,326,392,391,389,390,387,386
327,325,326,392,197,199,32,34,342,343,391,389,387,390,388,386
327,325,326,392,197,199,182,32,34,342,380,31,350,388,390,387,386
327,325,326,392,197,199,182,32,34,29,31,350,388,390,387,386
327,197,392,391,389,390,388,350,31,29,34,32,199,342,343,387,386
327,394,155,393,120,325,326,392,391,389,390,388,386
327,325,120,326,392,197,199,182,32,34,342,343,391,389,387,386
327,325,326,392,391,343,342,199,182,32,34,29,31,350,388,390,387,386
327,325,120,326,392,391,389,387,343,342,199,32,34,29,31,350,388,386
327,325,326,392,197,199,342,343,391,389,387,390,388,350,31,380,386
327,325,326,392,197,199,182,32,34,342,343,387,390,388,386
327,197,392,391,389,390,387,343,342,199,32,34,29,31,380,386
327,197,392,391,343,342,34,29,30,347,350,388,386
327,325,120,326,392,391,389,387,390,388,350,31,29,34,32,199,342,380,386
327,197,392,391,343,342,380,31,29,30,347,350,388,386
327,325,120,326,392,391,343,387,390,388,350,31,29,34,32,199,342,380,386
327,197,199,342,34,29,30,347,350,388,386
327,197,199,342,380,31,29,30,347,350,388,386
327,197,392,391,389,387,390,388,350,347,30,29,31,380,386
327,197,392,391,343,387,390,388,350,347,30,29,31,380,386
327,325,120,326,392,197,199,32,34,29,31,380,342,343,387,386
327,325,120,326,392,391,389,390,388,350,347,30,29,31,380,386
327,197,392,391,343,342,34,29,30,347,350,31,380,386
327,197,199,342,34,29,30,347,350,31,380,386
327,325,155,393,120,326,392,391,389,387,390,388,386
327,325,155,393,120,326,392,391,343,387,390,388,386
327,394,155,325,120,326,392,391,389,387,390,388,386
327,197,392,391,389,390,387,343,342,34,29,31,350,388,386
327,394,155,325,120,326,392,391,343,387,390,388,386
327,394,155,393,120,326,392,391,389,387,390,388,386
327,394,155,393,120,326,392,391,343,387,390,388,386
327,325,120,326,392,197,199,32,34,342,343,391,389,387,390,388,386
327,325,120,326,392,197,199,182,32,34,342,380,31,350,388,390,387,386
327,325,120,326,392,197,199,182,32,34,29,31,350,388,390,387,386
327,325,326,392,391,343,387,389,390,388,350,31,29,34,342,380,386
327,197,199,32,34,29,30,347,350,388,386
327,197,199,182,32,34,342,380,31,350,388,390,389,387,386
327,197,199,182,32,34,29,31,350,388,390,389,387,386
327,325,120,326,392,391,343,342,199,182,32,34,29,31,350,388,390,387,386
327,325,326,392,391,389,390,388,350,31,29,34,32,199,342,343,387,386
327,325,120,326,392,197,199,342,343,391,389,387,390,388,350,31,380,386
327,325,120,326,392,197,199,182,32,34,342,343,387,390,388,386
327,197,199,32,34,29,30,347,350,31,380,386
327,197,199,182,32,34,342,343,387,389,390,388,386
327,325,326,392,391,389,390,387,343,342,199,32,34,29,31,380,386
327,197,199,182,32,34,342,343,391,389,390,387,386
327,197,392,391,389,387,343,342,199,182,32,34,29,31,380,386
327,197,199,182,32,34,342,343,391,389,390,388,386
327,325,326,392,391,343,342,34,29,30,347,350,388,386
327,325,326,392,391,343,342,380,31,29,30,347,350,388,386
327,325,326,392,391,389,387,390,388,350,347,30,29,31,380,386
327,325,326,392,391,343,387,390,388,350,347,30,29,31,380,386
327,325,326,392,391,343,342,34,29,30,347,350,31,380,386
327,325,120,326,392,391,343,387,389,390,388,350,31,29,34,342,380,386
327,325,326,392,391,389,390,387,343,342,34,29,31,350,388,386
327,394,155,393,120,325,326,392,391,389,387,390,388,386
