index,value
0,292.501
1,358.029
2,384.297
3,349.597
4,257.156
5,274.131
6,164.625
7,280.283
8,127.883
9,38.9866
10,129.352
11,125.389
12,25.8078
13,0.208629
14,112.832
15,69.2036
16,186.763
17,266.235
18,17.8831
19,63.7451
20,0
21,74.161
22,198.243
23,151.075
24,101.812
25,180.287
26,266.546
27,1.70068
28,1.48643
29,69.3238
30,48.8905
31,203.985
32,12.1026
33,99.8843
34,209.067
35,5.29403
36,60.3109
37,100.998
38,62.6777
39,41.6316
40,69.9832
41,9.22998
42,45.8114
43,85.449
44,35.4213
45,164.2
46,0.214649
47,126.966
48,46.6775
49,165.823
50,204.893
51,109.873
52,35.6818
53,175.293
54,83.3756
55,1.8545
56,160.186
57,117.689
