index,value
0,316.835
1,270.822
2,242.241
3,271.128
4,207.798
5,268.38
6,337.733
7,320.715
8,70.1949
9,106.368
10,49.6449
11,44.2349
12,108.337
13,2.6382
14,102.573
15,59.6321
16,86.7419
17,69.7455
18,230.594
19,98.4852
20,56.153
21,0.0155552
22,81.4602
23,6.31205
24,216.635
25,72.8692
26,116.352
27,65.4066
28,136.258
29,0
30,16.6435
31,120.006
32,64.3801
33,48.6271
34,0.499476
35,73.3927
36,53.0305
37,6.76094
38,117.44
39,1.57952
40,87.1159
41,80.4957
42,67.6535
43,125.378
44,60.4109
45,60.6745
46,38.491
47,121.466
48,94.4413
49,28.5131
50,158.422
51,42.9207
52,203.454
53,56.5714
54,98.6011
55,85.8486
56,25.4248
57,19.5719
