index,value
0,335.798
1,289.056
2,251.24
3,297.749
4,212.238
5,291.279
6,338.589
7,325.329
8,53.1433
9,99.9857
10,29.9002
11,33.965
12,107.13
13,0.95
14,86.2822
15,57.1422
16,68.1406
17,58.7391
18,195.794
19,91.0366
20,39.8612
21,0
22,58.8527
23,1.69231
24,132.936
25,57.9807
26,81.7807
27,62.1404
28,102.342
29,0
30,7.30794
31,97.7751
32,52.4407
33,51.0017
34,0
35,59.462
36,23.7326
37,3.98995
38,95.6703
39,0.47619
40,73.8503
41,64.8415
42,52.3355
43,134.685
44,40.7815
45,51.2151
46,32.2665
47,95.2798
48,59.459
49,25.1422
50,128.203
51,40.941
52,134.848
53,48.4624
54,76.3433
55,65.2528
56,15.7588
57,15.9254
