index,value
0,324.838
1,330.914
2,183.973
3,194.889
4,245.174
5,230.724
6,201.424
7,278.912
8,0
9,109.607
10,32.3514
11,64.8732
12,59.2495
13,31.9561
14,41.3385
15,76.4791
16,69.7411
17,33.2589
18,14.1354
19,58.723
20,14.3202
21,40.7942
22,89.7676
23,30.741
24,111.876
25,85.3686
26,77.0462
27,93.2613
28,0
29,115.129
30,147.199
31,100.178
32,12.4922
33,64.5556
34,57.9329
35,179.329
36,102.133
37,17.948
38,139.381
39,18.1972
40,0
41,4.29068
42,4.82468
43,85.5472
44,98.7814
45,9.62945
46,123.915
47,95.4779
48,67.7967
49,64.1087
50,33.4755
51,188.629
52,44.1271
53,145.19
54,119.781
55,57.7147
56,24.7382
57,82.0743
