index,value
0,343.578
1,343.206
2,264.51
3,167.287
4,247.078
5,323.336
6,335.51
7,473.703
8,0.49359
9,28.1133
10,49.5263
11,5.58327
12,27.1069
13,36.9627
14,49.8021
15,2.01148
16,58.0715
17,54.0735
18,230.984
19,60.6655
20,20.6627
21,24.1525
22,94.9015
23,51.9181
24,29.4301
25,0.833333
26,123.74
27,69.966
28,47.517
29,20.8705
30,156.604
31,5.80855
32,105.51
33,52.1284
34,89.704
35,18.0117
36,84.3866
37,54.2112
38,54.6593
39,93.3954
40,125.179
41,106.969
42,0
43,64.0488
44,9.27217
45,41.2273
46,33.7732
47,61.3251
48,2.3873
49,142.103
50,101.384
51,16.9558
52,0
53,147.198
54,162.381
55,9.44413
56,152.282
57,1.36717
