index,value
0,321.636
1,315.595
2,289.012
3,252.324
4,232.965
5,206.537
6,182.48
7,358.554
8,67.1415
9,71.2518
10,118.006
11,95.3713
12,67.8738
13,44.7022
14,0
15,30.8801
16,101.782
17,78.5273
18,0.503968
19,58.5744
20,0.128279
21,104.885
22,77.2762
23,144.47
24,85.9402
25,104.752
26,31.3853
27,115.696
28,261.918
29,63.7372
30,0.47057
31,64.7186
32,108.883
33,118.207
34,135.873
35,73.3217
36,58.5368
37,109.702
38,0.800777
39,169.956
40,107.929
41,5.4784
42,3.35422
43,16.4945
44,64.3602
45,157.072
46,49.4548
47,110.848
48,147.715
49,69.5541
50,99.794
51,24.2084
52,150.076
53,58.2182
54,54.475
55,35.8416
56,60.4396
57,97.3708
