index,value
0,258.72
1,220.127
2,171.171
3,168.678
4,280.133
5,288.775
6,263.51
7,255.49
8,127.932
9,177.549
10,17.4288
11,111.805
12,123.606
13,164.885
14,129.967
15,143.625
16,59.8247
17,118.675
18,49.3286
19,61.0282
20,109.69
21,165.034
22,157.43
23,61.7603
24,0
25,118.193
26,72.7885
27,52.828
28,29.0855
29,18.087
30,107.941
31,33.4601
32,121.932
33,41.9505
34,66.3284
35,66.5715
36,52.5437
37,34.9159
38,33.4214
39,31.4769
40,78.88
41,63.4247
42,79.0662
43,4.95018
44,142.111
45,89.7156
46,117.201
47,6.23112
48,23.8918
49,17.8632
50,66.9988
51,159.575
52,144.529
53,101.15
54,35.9115
55,100.433
56,29.3838
57,45.4455
